SEQ,TIMESTAMP,BP10,BSize10,BP9,BSize9,BP8,BSize8,BP7,BSize7,BP6,BSize6,BP5,BSize5,BP4,BSize4,BP3,BSize3,BP2,BSize2,BP1,BSize1,AP1,ASize1,AP2,ASize2,AP3,ASize3,AP4,ASize4,AP5,ASize5,AP6,ASize6,AP7,ASize7,AP8,ASize8,AP9,ASize9,AP10,ASize10
24024,2014-03-20 15:31:03.146,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,167200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24025,2014-03-20 15:31:04.080,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,513200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24026,2014-03-20 15:31:05.446,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,171200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24027,2014-03-20 15:31:08.124,*,*,*,*,*,*,*,*,*,*,75.6,327200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24028,2014-03-20 15:31:08.331,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,513600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24029,2014-03-20 15:31:08.920,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76,258800,*,*,*,*,*,*,*,*,*,*,*,*
24030,2014-03-20 15:31:09.859,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,512000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24031,2014-03-20 15:31:09.879,*,*,*,*,*,*,*,*,75.55,73600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24032,2014-03-20 15:31:12.310,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,94400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24033,2014-03-20 15:31:12.325,*,*,*,*,*,*,*,*,75.55,71200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24034,2014-03-20 15:31:15.363,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,512800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24035,2014-03-20 15:31:15.381,*,*,*,*,*,*,75.5,586000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24036,2014-03-20 15:31:16.268,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,64400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24037,2014-03-20 15:31:16.289,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,66800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24038,2014-03-20 15:31:16.322,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,168000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24039,2014-03-20 15:31:16.322,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,172000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24040,2014-03-20 15:31:16.326,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,70400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24041,2014-03-20 15:31:17.429,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,513600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24042,2014-03-20 15:31:17.445,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,68000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24043,2014-03-20 15:31:18.322,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,226800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24044,2014-03-20 15:31:18.426,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,67600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24045,2014-03-20 15:31:19.718,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,168000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24046,2014-03-20 15:31:19.718,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,71600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24047,2014-03-20 15:31:19.888,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,71200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24048,2014-03-20 15:31:21.469,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,168400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24049,2014-03-20 15:31:21.484,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,73600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24050,2014-03-20 15:31:23.579,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,164400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24051,2014-03-20 15:31:23.586,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,71200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24052,2014-03-20 15:31:24.666,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,514000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24053,2014-03-20 15:31:25.156,*,*,*,*,*,*,75.5,586400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24054,2014-03-20 15:31:25.385,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,73200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24055,2014-03-20 15:31:26.964,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,88800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24056,2014-03-20 15:31:27.175,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,168400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24057,2014-03-20 15:31:27.797,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,87600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24058,2014-03-20 15:31:29.158,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,86800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24059,2014-03-20 15:31:29.176,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,89200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24060,2014-03-20 15:31:31.513,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,88400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24061,2014-03-20 15:31:31.585,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,87600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24062,2014-03-20 15:31:34.520,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,86400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24063,2014-03-20 15:31:34.829,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,1.00E+05,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24064,2014-03-20 15:31:35.193,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,527200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24065,2014-03-20 15:31:36.005,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,98400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24066,2014-03-20 15:31:37.524,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,96400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24067,2014-03-20 15:31:39.299,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.7,226800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24068,2014-03-20 15:31:40.357,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,526800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24069,2014-03-20 15:31:40.357,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,96000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24070,2014-03-20 15:31:40.649,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,106000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24071,2014-03-20 15:31:42.743,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,105600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24072,2014-03-20 15:31:43.110,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,105200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24073,2014-03-20 15:31:44.708,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,527600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24074,2014-03-20 15:31:45.366,*,*,*,*,*,*,*,*,75.55,61200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24075,2014-03-20 15:31:45.366,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.7,236800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24076,2014-03-20 15:31:47.889,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,526800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24077,2014-03-20 15:31:49.762,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,170800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24078,2014-03-20 15:31:51.168,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,527200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24079,2014-03-20 15:31:52.166,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,269600,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24080,2014-03-20 15:31:52.166,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,105600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24081,2014-03-20 15:31:53.706,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,528000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24082,2014-03-20 15:31:57.168,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,171200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24083,2014-03-20 15:31:59.227,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,167200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24084,2014-03-20 15:31:59.236,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,103200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24085,2014-03-20 15:31:59.369,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,101200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24086,2014-03-20 15:31:59.515,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,530000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24087,2014-03-20 15:32:00.012,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,531600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24088,2014-03-20 15:32:00.268,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,518400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24089,2014-03-20 15:32:00.268,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,88000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24090,2014-03-20 15:32:00.804,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,214800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24091,2014-03-20 15:32:00.804,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,530400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24092,2014-03-20 15:32:02.336,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,268000,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24093,2014-03-20 15:32:02.336,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76,260400,*,*,*,*,*,*,*,*,*,*,*,*
24094,2014-03-20 15:32:02.660,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,90000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24095,2014-03-20 15:32:02.671,*,*,*,*,*,*,*,*,75.55,63600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24096,2014-03-20 15:32:02.886,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76,258800,*,*,*,*,*,*,*,*,*,*,*,*
24097,2014-03-20 15:32:02.886,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,269600,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24098,2014-03-20 15:32:02.953,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,89600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24099,2014-03-20 15:32:03.368,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,183200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24100,2014-03-20 15:32:03.696,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.1,134000,*,*,*,*,*,*,*,*
24101,2014-03-20 15:32:03.697,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76.2,136400,*,*,*,*
24102,2014-03-20 15:32:03.712,*,*,*,*,*,*,*,*,75.55,61200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24103,2014-03-20 15:32:08.318,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,533600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24104,2014-03-20 15:32:08.329,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,92000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24105,2014-03-20 15:32:08.365,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,91200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24106,2014-03-20 15:32:10.858,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,90800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24107,2014-03-20 15:32:10.860,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,167200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24108,2014-03-20 15:32:10.860,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,106800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24109,2014-03-20 15:32:10.874,*,*,*,*,*,*,*,*,75.55,63200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24110,2014-03-20 15:32:10.875,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,104400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24111,2014-03-20 15:32:11.447,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,103600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24112,2014-03-20 15:32:14.443,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,521600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24113,2014-03-20 15:32:14.443,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,226800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24114,2014-03-20 15:32:15.784,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,171200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24115,2014-03-20 15:32:16.285,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,167200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24116,2014-03-20 15:32:16.531,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,102800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24117,2014-03-20 15:32:16.978,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,227600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24118,2014-03-20 15:32:17.860,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,103200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24119,2014-03-20 15:32:19.787,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,105600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24120,2014-03-20 15:32:20.332,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,215600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24121,2014-03-20 15:32:20.332,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,533600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24122,2014-03-20 15:32:20.565,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,104800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24123,2014-03-20 15:32:24.063,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,217600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24124,2014-03-20 15:32:24.354,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,534000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24125,2014-03-20 15:32:26.038,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,522000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24126,2014-03-20 15:32:26.038,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,229600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24127,2014-03-20 15:32:26.061,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,104000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24128,2014-03-20 15:32:27.021,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,103600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24129,2014-03-20 15:32:27.486,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,526000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24130,2014-03-20 15:32:27.907,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,229200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24131,2014-03-20 15:32:27.907,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,103200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24132,2014-03-20 15:32:28.751,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,525600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24133,2014-03-20 15:32:28.808,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,102800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24134,2014-03-20 15:32:29.004,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,525200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24135,2014-03-20 15:32:29.062,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,102400,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24136,2014-03-20 15:32:29.354,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,102000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24137,2014-03-20 15:32:30.145,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,171200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24138,2014-03-20 15:32:32.260,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,101200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24139,2014-03-20 15:32:33.071,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,102000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24140,2014-03-20 15:32:33.139,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,529200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24141,2014-03-20 15:32:33.751,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.9,167200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24142,2014-03-20 15:32:33.767,*,*,*,*,*,*,*,*,75.55,61200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24143,2014-03-20 15:32:34.192,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,228800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24144,2014-03-20 15:32:34.192,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,529600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24145,2014-03-20 15:32:34.419,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,104000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24146,2014-03-20 15:32:35.145,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,103600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24147,2014-03-20 15:32:35.156,*,*,*,*,*,*,*,*,75.55,64000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24148,2014-03-20 15:32:37.570,*,*,*,*,*,*,*,*,*,*,75.6,327600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24149,2014-03-20 15:32:37.893,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,229200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24150,2014-03-20 15:32:38.144,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.75,217200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24151,2014-03-20 15:32:38.144,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.8,541600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24152,2014-03-20 15:32:39.624,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.95,268000,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24153,2014-03-20 15:32:39.624,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,76,260400,*,*,*,*,*,*,*,*,*,*,*,*
24154,2014-03-20 15:32:40.911,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,106000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24155,2014-03-20 15:32:41.809,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,105600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24156,2014-03-20 15:32:42.792,*,*,*,*,*,*,75.5,587600,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24157,2014-03-20 15:32:43.127,*,*,*,*,*,*,75.5,588000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24158,2014-03-20 15:32:43.660,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.85,104800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
24159,2014-03-20 15:32:43.733,*,*,*,*,*,*,*,*,*,*,*,*,*,*,75.7,240800,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
