Seq_No	Time	Transaction_Price	Volume	Bid_Price	Bid_Size	Ask_Price	Ask_Size
13488	2014-03-21 14:47:19.346	*	*	*	*	76.35	46400
13489	2014-03-21 14:47:19.357	76.35	2400	*	*	*	*
13490	2014-03-21 14:47:19.357	76.35	400	*	*	*	*
13491	2014-03-21 14:47:19.357	*	*	*	*	76.35	43600
13492	2014-03-21 14:47:20.063	*	*	*	*	76.35	47200
13493	2014-03-21 14:47:20.648	76.35	4000	*	*	*	*
13494	2014-03-21 14:47:20.648	76.35	400	*	*	*	*
13495	2014-03-21 14:47:20.648	76.35	5600	*	*	*	*
13496	2014-03-21 14:47:20.648	*	*	*	*	76.35	37200
13497	2014-03-21 14:47:21.085	76.35	2400	*	*	*	*
13498	2014-03-21 14:47:21.085	*	*	*	*	76.35	34800
13499	2014-03-21 14:47:21.537	76.35	1200	*	*	*	*
13500	2014-03-21 14:47:21.537	*	*	*	*	76.35	33600
13501	2014-03-21 14:47:22.028	76.35	3600	*	*	*	*
13502	2014-03-21 14:47:22.028	*	*	*	*	76.35	30000
13503	2014-03-21 14:47:22.084	*	*	*	*	76.35	28800
13504	2014-03-21 14:47:22.963	*	*	76.3	32800	*	*
13505	2014-03-21 14:47:22.966	*	*	76.3	32400	*	*
13506	2014-03-21 14:47:23.048	76.35	400	*	*	*	*
13507	2014-03-21 14:47:23.048	*	*	*	*	76.35	28400
13508	2014-03-21 14:47:24.289	*	*	*	*	76.35	70000
13509	2014-03-21 14:47:24.634	*	*	76.3	45200	*	*
13510	2014-03-21 14:47:25.037	*	*	76.3	48400	*	*
13511	2014-03-21 14:47:25.832	*	*	76.3	48000	*	*
13512	2014-03-21 14:47:25.848	76.35	400	*	*	*	*
13513	2014-03-21 14:47:25.848	*	*	*	*	76.35	69600
13514	2014-03-21 14:47:25.931	*	*	76.3	50000	*	*
13515	2014-03-21 14:47:26.140	*	*	76.3	37200	*	*
13516	2014-03-21 14:47:26.140	*	*	*	*	76.35	73600
13517	2014-03-21 14:47:27.004	*	*	76.3	37600	*	*
13518	2014-03-21 14:47:27.023	*	*	76.3	34800	*	*
13519	2014-03-21 14:47:27.553	*	*	76.3	35600	*	*
13520	2014-03-21 14:47:28.229	76.35	400	*	*	*	*
13521	2014-03-21 14:47:28.229	*	*	*	*	76.35	73200
13522	2014-03-21 14:47:29.431	*	*	*	*	76.35	85200
13523	2014-03-21 14:47:29.530	*	*	76.3	48400	*	*
13524	2014-03-21 14:47:30.041	*	*	76.3	52000	*	*
13525	2014-03-21 14:47:30.199	*	*	*	*	76.35	81600
13526	2014-03-21 14:47:30.872	76.35	400	*	*	*	*
13527	2014-03-21 14:47:30.872	*	*	*	*	76.35	81200
13528	2014-03-21 14:47:32.030	76.35	2000	*	*	*	*
13529	2014-03-21 14:47:32.030	*	*	*	*	76.35	79200
13530	2014-03-21 14:47:34.068	*	*	*	*	76.35	67200
13531	2014-03-21 14:47:35.309	*	*	*	*	76.35	79200
13532	2014-03-21 14:47:39.013	*	*	*	*	76.35	67200
13533	2014-03-21 14:47:39.799	76.35	3600	*	*	*	*
13534	2014-03-21 14:47:39.799	*	*	*	*	76.35	63600
13535	2014-03-21 14:47:40.336	*	*	*	*	76.35	63200
13536	2014-03-21 14:47:40.338	*	*	*	*	76.35	61200
13537	2014-03-21 14:47:47.394	76.35	1200	*	*	*	*
13538	2014-03-21 14:47:47.394	*	*	*	*	76.35	60000
13539	2014-03-21 14:47:49.903	*	*	76.3	52400	*	*
13540	2014-03-21 14:47:51.421	76.35	1200	*	*	*	*
13541	2014-03-21 14:47:51.421	*	*	*	*	76.35	58800
13542	2014-03-21 14:47:52.393	76.35	1600	*	*	*	*
13543	2014-03-21 14:47:52.393	*	*	*	*	76.35	57200
13544	2014-03-21 14:47:56.281	76.35	400	*	*	*	*
13545	2014-03-21 14:47:56.281	*	*	*	*	76.35	56800
13546	2014-03-21 14:48:08.489	*	*	76.3	53200	*	*
13547	2014-03-21 14:48:15.733	76.35	400	*	*	*	*
13548	2014-03-21 14:48:15.733	*	*	*	*	76.35	56400
13549	2014-03-21 14:48:16.577	75.5	299	*	*	*	*
13550	2014-03-21 14:48:18.422	*	*	*	*	76.35	60800
13551	2014-03-21 14:48:18.865	*	*	*	*	76.35	61200
13552	2014-03-21 14:48:19.126	76.35	800	*	*	*	*
13553	2014-03-21 14:48:19.126	*	*	*	*	76.35	60400
13554	2014-03-21 14:48:19.237	*	*	*	*	76.35	60800
13555	2014-03-21 14:48:19.573	76.35	2400	*	*	*	*
13556	2014-03-21 14:48:19.573	*	*	*	*	76.35	58400
13557	2014-03-21 14:48:19.684	*	*	*	*	76.35	59600
13558	2014-03-21 14:48:19.880	*	*	*	*	76.35	60000
13559	2014-03-21 14:48:20.062	76.35	3600	*	*	*	*
13560	2014-03-21 14:48:20.062	*	*	*	*	76.35	56400
13561	2014-03-21 14:48:20.445	*	*	*	*	76.35	58800
13562	2014-03-21 14:48:20.446	*	*	*	*	76.35	60800
13563	2014-03-21 14:48:20.446	*	*	*	*	76.35	62800
13564	2014-03-21 14:48:20.448	*	*	*	*	76.35	64800
13565	2014-03-21 14:48:20.468	*	*	*	*	76.35	66800
13566	2014-03-21 14:48:20.903	76.35	400	*	*	*	*
13567	2014-03-21 14:48:20.903	*	*	*	*	76.35	66400
13568	2014-03-21 14:48:20.903	*	*	76.3	54000	*	*
13569	2014-03-21 14:48:26.063	*	*	76.3	53600	*	*
13570	2014-03-21 14:48:26.070	*	*	76.3	54400	*	*
13571	2014-03-21 14:48:26.800	76.35	800	*	*	*	*
13572	2014-03-21 14:48:26.800	76.35	1200	*	*	*	*
13573	2014-03-21 14:48:26.800	*	*	*	*	76.35	64400
13574	2014-03-21 14:48:28.982	76.35	2400	*	*	*	*
13575	2014-03-21 14:48:28.982	*	*	*	*	76.35	62000
13576	2014-03-21 14:48:29.065	*	*	*	*	76.35	74000
13577	2014-03-21 14:48:31.041	*	*	76.3	54000	*	*
13578	2014-03-21 14:48:31.058	76.35	400	*	*	*	*
13579	2014-03-21 14:48:31.058	*	*	*	*	76.35	73600
13580	2014-03-21 14:48:32.107	*	*	76.3	54400	*	*
13581	2014-03-21 14:48:34.423	*	*	76.3	55200	*	*
13582	2014-03-21 14:48:36.757	*	*	*	*	76.35	74400
13583	2014-03-21 14:48:44.553	*	*	*	*	76.35	76400
13584	2014-03-21 14:48:45.560	*	*	*	*	76.35	78400
13585	2014-03-21 14:48:45.561	*	*	*	*	76.35	82400
13586	2014-03-21 14:48:45.562	*	*	*	*	76.35	86800
13587	2014-03-21 14:48:45.656	*	*	*	*	76.35	88400
13588	2014-03-21 14:48:46.526	*	*	76.3	42400	*	*
13589	2014-03-21 14:48:46.584	*	*	*	*	76.35	92400
13590	2014-03-21 14:48:47.033	*	*	76.3	40000	*	*
13591	2014-03-21 14:48:50.489	*	*	76.3	52800	*	*
13592	2014-03-21 14:48:50.515	*	*	76.3	56000	*	*
13593	2014-03-21 14:48:50.993	*	*	76.3	55200	*	*
13594	2014-03-21 14:48:51.281	76.35	800	*	*	*	*
13595	2014-03-21 14:48:51.281	*	*	*	*	76.35	91600
13596	2014-03-21 14:48:52.700	76.35	1200	*	*	*	*
13597	2014-03-21 14:48:52.700	76.35	400	*	*	*	*
13598	2014-03-21 14:48:52.700	76.35	400	*	*	*	*
13599	2014-03-21 14:48:52.700	76.35	2000	*	*	*	*
13600	2014-03-21 14:48:52.700	*	*	*	*	76.35	87600
13601	2014-03-21 14:48:52.723	*	*	*	*	76.35	88000
13602	2014-03-21 14:48:53.061	*	*	76.3	54800	*	*
13603	2014-03-21 14:48:53.078	76.35	400	*	*	*	*
13604	2014-03-21 14:48:53.078	*	*	*	*	76.35	87600
13605	2014-03-21 14:48:53.821	76.35	1200	*	*	*	*
13606	2014-03-21 14:48:53.821	*	*	*	*	76.35	86400
13607	2014-03-21 14:48:54.288	*	*	76.3	42000	*	*
13608	2014-03-21 14:48:54.352	*	*	*	*	76.35	90000
13609	2014-03-21 14:48:54.591	*	*	*	*	76.35	92400
13610	2014-03-21 14:48:55.034	*	*	76.3	41600	*	*
13611	2014-03-21 14:48:55.037	*	*	76.3	38400	*	*
13612	2014-03-21 14:48:59.006	76.35	1200	*	*	*	*
13613	2014-03-21 14:48:59.006	*	*	*	*	76.35	91200
13614	2014-03-21 14:49:06.517	76.35	2000	*	*	*	*
13615	2014-03-21 14:49:06.517	*	*	*	*	76.35	89200
13616	2014-03-21 14:49:08.506	*	*	76.3	39600	*	*
13617	2014-03-21 14:49:09.406	*	*	76.3	52400	*	*
13618	2014-03-21 14:49:09.431	*	*	76.3	56000	*	*
13619	2014-03-21 14:49:10.762	*	*	76.3	56400	*	*
13620	2014-03-21 14:49:12.217	*	*	*	*	76.35	91200
13621	2014-03-21 14:49:12.860	*	*	*	*	76.35	90400
13622	2014-03-21 14:49:12.860	76.3	400	*	*	*	*
13623	2014-03-21 14:49:12.860	76.3	400	*	*	*	*
13624	2014-03-21 14:49:12.860	*	*	76.3	55600	*	*
13625	2014-03-21 14:49:13.049	76.35	4000	*	*	*	*
13626	2014-03-21 14:49:13.049	*	*	*	*	76.35	86400
13627	2014-03-21 14:49:18.312	*	*	*	*	76.35	74400
13628	2014-03-21 14:49:21.577	*	*	76.3	56000	*	*
13629	2014-03-21 14:49:21.578	*	*	76.3	56800	*	*
13630	2014-03-21 14:49:25.645	*	*	76.3	66800	*	*
13631	2014-03-21 14:49:25.663	*	*	76.3	63200	*	*
13632	2014-03-21 14:49:25.672	*	*	76.3	69600	*	*
13633	2014-03-21 14:49:34.597	*	*	76.3	70400	*	*
13634	2014-03-21 14:49:35.147	*	*	76.3	70000	*	*
13635	2014-03-21 14:49:35.162	76.35	400	*	*	*	*
13636	2014-03-21 14:49:35.162	*	*	*	*	76.35	74000
13637	2014-03-21 14:49:36.186	*	*	76.3	70400	*	*
13638	2014-03-21 14:49:37.314	76.35	3600	*	*	*	*
13639	2014-03-21 14:49:37.314	*	*	*	*	76.35	70400
13640	2014-03-21 14:49:39.149	*	*	*	*	76.35	43600
13641	2014-03-21 14:49:40.663	76.35	2000	*	*	*	*
13642	2014-03-21 14:49:40.663	*	*	*	*	76.35	41600
13643	2014-03-21 14:49:42.008	*	*	*	*	76.35	39600
13644	2014-03-21 14:49:51.854	*	*	*	*	76.35	51600
13645	2014-03-21 14:49:58.977	76.35	400	*	*	*	*
13646	2014-03-21 14:49:58.977	*	*	*	*	76.35	51200
13647	2014-03-21 14:50:00.152	*	*	76.3	70800	*	*
13648	2014-03-21 14:50:11.283	*	*	76.3	74800	*	*
13649	2014-03-21 14:50:11.358	*	*	*	*	76.35	39200
13650	2014-03-21 14:50:14.672	76.35	400	*	*	*	*
13651	2014-03-21 14:50:14.672	*	*	*	*	76.35	38800
13652	2014-03-21 14:50:19.293	*	*	*	*	76.35	42800
13653	2014-03-21 14:50:19.720	*	*	76.3	74400	*	*
13654	2014-03-21 14:50:19.727	*	*	76.3	75200	*	*
13655	2014-03-21 14:50:19.742	76.35	1600	*	*	*	*
13656	2014-03-21 14:50:19.742	76.35	400	*	*	*	*
13657	2014-03-21 14:50:19.742	76.35	400	*	*	*	*
13658	2014-03-21 14:50:19.742	76.35	1200	*	*	*	*
13659	2014-03-21 14:50:19.742	76.35	400	*	*	*	*
13660	2014-03-21 14:50:19.742	*	*	*	*	76.35	38800
13661	2014-03-21 14:50:19.769	*	*	*	*	76.35	48400
13662	2014-03-21 14:50:20.293	*	*	*	*	76.35	52400
13663	2014-03-21 14:50:20.297	*	*	*	*	76.35	54800
13664	2014-03-21 14:50:20.600	*	*	76.3	74800	*	*
13665	2014-03-21 14:50:20.612	76.35	400	*	*	*	*
13666	2014-03-21 14:50:20.612	*	*	*	*	76.35	54400
13667	2014-03-21 14:50:22.563	*	*	*	*	76.35	56000
13668	2014-03-21 14:50:23.037	76.35	400	*	*	*	*
13669	2014-03-21 14:50:23.037	*	*	*	*	76.35	55600
13670	2014-03-21 14:50:24.328	*	*	76.3	64800	*	*
13671	2014-03-21 14:50:24.350	*	*	76.3	63600	*	*
13672	2014-03-21 14:50:24.381	*	*	*	*	76.35	67600
13673	2014-03-21 14:50:26.246	76.35	1600	*	*	*	*
13674	2014-03-21 14:50:26.246	76.35	2000	*	*	*	*
13675	2014-03-21 14:50:26.246	76.35	2000	*	*	*	*
13676	2014-03-21 14:50:26.246	76.35	2000	*	*	*	*
13677	2014-03-21 14:50:26.246	76.35	2000	*	*	*	*
13678	2014-03-21 14:50:26.246	76.35	400	*	*	*	*
13679	2014-03-21 14:50:26.246	*	*	*	*	76.35	57600
13680	2014-03-21 14:50:27.124	76.35	1600	*	*	*	*
13681	2014-03-21 14:50:27.124	76.35	400	*	*	*	*
13682	2014-03-21 14:50:27.124	*	*	*	*	76.35	55600
13683	2014-03-21 14:50:27.146	*	*	76.3	63200	*	*
13684	2014-03-21 14:50:27.160	76.35	400	*	*	*	*
13685	2014-03-21 14:50:27.160	*	*	*	*	76.35	55200
13686	2014-03-21 14:50:27.163	76.35	1200	*	*	*	*
13687	2014-03-21 14:50:27.163	76.35	4000	*	*	*	*
13688	2014-03-21 14:50:27.163	76.35	800	*	*	*	*
13689	2014-03-21 14:50:27.163	*	*	*	*	76.35	49200
13690	2014-03-21 14:50:27.205	76.35	1200	*	*	*	*
13691	2014-03-21 14:50:27.205	*	*	*	*	76.35	48000
13692	2014-03-21 14:50:27.486	*	*	76.3	50400	*	*
13693	2014-03-21 14:50:27.504	76.35	400	*	*	*	*
13694	2014-03-21 14:50:27.504	*	*	*	*	76.35	47600
13695	2014-03-21 14:50:28.030	*	*	76.3	47200	*	*
13696	2014-03-21 14:50:28.489	*	*	*	*	76.35	74400
13697	2014-03-21 14:50:29.270	*	*	76.3	46800	*	*
13698	2014-03-21 14:50:29.280	76.35	400	*	*	*	*
13699	2014-03-21 14:50:29.280	*	*	*	*	76.35	74000
13700	2014-03-21 14:50:29.662	*	*	*	*	76.35	77600
13701	2014-03-21 14:50:30.427	*	*	76.3	47600	*	*
13702	2014-03-21 14:50:30.661	*	*	*	*	76.35	79200
13703	2014-03-21 14:50:30.911	*	*	*	*	76.35	83200
13704	2014-03-21 14:50:30.926	76.35	800	*	*	*	*
13705	2014-03-21 14:50:30.926	*	*	*	*	76.35	82400
13706	2014-03-21 14:50:31.336	*	*	76.3	48800	*	*
13707	2014-03-21 14:50:31.354	*	*	*	*	76.35	84800
13708	2014-03-21 14:50:31.912	*	*	*	*	76.35	86800
13709	2014-03-21 14:50:35.551	*	*	*	*	76.35	89200
13710	2014-03-21 14:50:35.565	*	*	*	*	76.35	86800
13711	2014-03-21 14:50:37.099	*	*	*	*	76.35	88000
13712	2014-03-21 14:50:37.114	*	*	*	*	76.35	90400
13713	2014-03-21 14:50:40.806	*	*	76.3	48000	*	*
13714	2014-03-21 14:50:42.234	76.35	800	*	*	*	*
13715	2014-03-21 14:50:42.234	*	*	*	*	76.35	89600
13716	2014-03-21 14:50:42.735	76.35	1600	*	*	*	*
13717	2014-03-21 14:50:42.735	76.35	400	*	*	*	*
13718	2014-03-21 14:50:42.735	*	*	*	*	76.35	87600
13719	2014-03-21 14:50:43.255	*	*	76.3	47600	*	*
13720	2014-03-21 14:50:43.270	76.35	400	*	*	*	*
13721	2014-03-21 14:50:43.270	*	*	*	*	76.35	87200
13722	2014-03-21 14:50:44.333	*	*	76.3	48000	*	*
13723	2014-03-21 14:50:50.064	76.35	3200	*	*	*	*
13724	2014-03-21 14:50:50.064	76.35	400	*	*	*	*
13725	2014-03-21 14:50:50.064	76.35	400	*	*	*	*
13726	2014-03-21 14:50:50.064	*	*	*	*	76.35	83200
13727	2014-03-21 14:50:50.080	*	*	*	*	76.35	80800
13728	2014-03-21 14:50:50.083	*	*	*	*	76.35	81200
13729	2014-03-21 14:50:53.707	*	*	*	*	76.35	83200
13730	2014-03-21 14:50:53.723	*	*	*	*	76.35	85200
13731	2014-03-21 14:50:57.117	*	*	*	*	76.35	107200
13732	2014-03-21 14:50:57.125	*	*	*	*	76.35	107600
13733	2014-03-21 14:50:57.647	76.3	400	*	*	*	*
13734	2014-03-21 14:50:57.647	76.3	400	*	*	*	*
13735	2014-03-21 14:50:57.647	*	*	76.3	47200	*	*
13736	2014-03-21 14:50:57.933	*	*	*	*	76.35	109600
13737	2014-03-21 14:50:58.125	*	*	76.3	46400	*	*
13738	2014-03-21 14:50:58.227	76.35	800	*	*	*	*
13739	2014-03-21 14:50:58.227	*	*	*	*	76.35	108800
13740	2014-03-21 14:51:01.351	*	*	*	*	76.35	106800
13741	2014-03-21 14:51:01.351	76.3	800	*	*	*	*
13742	2014-03-21 14:51:01.351	76.3	800	*	*	*	*
13743	2014-03-21 14:51:01.351	76.3	400	*	*	*	*
13744	2014-03-21 14:51:01.351	*	*	76.3	44400	*	*
13745	2014-03-21 14:51:02.038	*	*	76.3	43600	*	*
13746	2014-03-21 14:51:02.181	*	*	*	*	76.35	104800
13747	2014-03-21 14:51:04.080	*	*	*	*	76.35	106800
13748	2014-03-21 14:51:04.735	*	*	*	*	76.35	108800
13749	2014-03-21 14:51:09.438	*	*	76.3	44000	*	*
13750	2014-03-21 14:51:09.451	*	*	*	*	76.35	106800
13751	2014-03-21 14:51:12.452	*	*	*	*	76.35	109200
13752	2014-03-21 14:51:18.250	76.35	400	*	*	*	*
13753	2014-03-21 14:51:18.250	*	*	*	*	76.35	108800
13754	2014-03-21 14:51:20.359	*	*	*	*	76.35	112000
13755	2014-03-21 14:51:23.860	*	*	*	*	76.35	112400
13756	2014-03-21 14:51:23.872	*	*	*	*	76.35	110000
13757	2014-03-21 14:51:25.193	*	*	*	*	76.35	108800
13758	2014-03-21 14:51:25.193	76.3	400	*	*	*	*
13759	2014-03-21 14:51:25.193	76.3	800	*	*	*	*
13760	2014-03-21 14:51:25.193	*	*	76.3	42800	*	*
13761	2014-03-21 14:51:26.930	*	*	76.3	43600	*	*
13762	2014-03-21 14:51:27.052	*	*	*	*	76.35	86800
13763	2014-03-21 14:51:27.059	*	*	76.3	56400	*	*
13764	2014-03-21 14:51:27.277	*	*	*	*	76.35	60000
13765	2014-03-21 14:51:27.688	*	*	*	*	76.35	86800
13766	2014-03-21 14:51:27.788	*	*	76.3	56800	*	*
13767	2014-03-21 14:51:28.046	*	*	76.3	61200	*	*
13768	2014-03-21 14:51:30.230	76.35	2400	*	*	*	*
13769	2014-03-21 14:51:30.230	76.35	2400	*	*	*	*
13770	2014-03-21 14:51:30.230	*	*	*	*	76.35	82000
13771	2014-03-21 14:51:30.778	76.35	400	*	*	*	*
13772	2014-03-21 14:51:30.778	*	*	*	*	76.35	81600
13773	2014-03-21 14:51:32.523	*	*	*	*	76.35	79200
13774	2014-03-21 14:51:33.653	*	*	76.3	48400	*	*
13775	2014-03-21 14:51:33.673	*	*	76.3	45200	*	*
13776	2014-03-21 14:51:34.358	*	*	76.3	44800	*	*
13777	2014-03-21 14:51:34.375	76.35	400	*	*	*	*
13778	2014-03-21 14:51:34.375	*	*	*	*	76.35	78800
13779	2014-03-21 14:51:35.218	*	*	76.3	45200	*	*
13780	2014-03-21 14:51:39.469	*	*	76.3	58000	*	*
13781	2014-03-21 14:51:39.493	*	*	76.3	61200	*	*
13782	2014-03-21 14:51:47.482	76.35	800	*	*	*	*
13783	2014-03-21 14:51:47.482	76.35	400	*	*	*	*
13784	2014-03-21 14:51:47.482	*	*	*	*	76.35	77600
13785	2014-03-21 14:51:47.532	*	*	76.3	61600	*	*
13786	2014-03-21 14:51:48.494	*	*	*	*	76.35	82800
13787	2014-03-21 14:51:51.530	76.35	1200	*	*	*	*
13788	2014-03-21 14:51:51.530	*	*	*	*	76.35	81600
13789	2014-03-21 14:52:03.678	*	*	*	*	76.35	69600
13790	2014-03-21 14:52:06.555	*	*	*	*	76.35	70000
13791	2014-03-21 14:52:07.824	*	*	76.3	62000	*	*
13792	2014-03-21 14:52:08.973	76.35	400	*	*	*	*
13793	2014-03-21 14:52:08.973	*	*	*	*	76.35	69600
13794	2014-03-21 14:52:12.240	*	*	*	*	76.35	70000
13795	2014-03-21 14:52:12.316	76.35	800	*	*	*	*
13796	2014-03-21 14:52:12.316	*	*	*	*	76.35	69200
13797	2014-03-21 14:52:12.395	*	*	76.3	62400	*	*
13798	2014-03-21 14:52:16.603	*	*	*	*	76.35	42400
13799	2014-03-21 14:52:16.657	*	*	76.3	62800	*	*
13800	2014-03-21 14:52:18.149	*	*	*	*	76.35	41600
13801	2014-03-21 14:52:18.151	*	*	*	*	76.35	40400
13802	2014-03-21 14:52:23.404	76.35	400	*	*	*	*
13803	2014-03-21 14:52:23.404	*	*	*	*	76.35	40000
13804	2014-03-21 14:52:28.283	*	*	76.3	62400	*	*
13805	2014-03-21 14:52:28.299	76.35	400	*	*	*	*
13806	2014-03-21 14:52:28.299	*	*	*	*	76.35	39600
13807	2014-03-21 14:52:28.897	*	*	76.3	70800	*	*
13808	2014-03-21 14:52:29.024	*	*	76.3	73200	*	*
13809	2014-03-21 14:52:29.123	*	*	76.3	73600	*	*
13810	2014-03-21 14:52:30.141	*	*	76.3	75200	*	*
13811	2014-03-21 14:52:32.913	*	*	*	*	76.35	51600
13812	2014-03-21 14:52:34.377	*	*	*	*	76.35	54800
13813	2014-03-21 14:52:36.819	*	*	76.3	74800	*	*
13814	2014-03-21 14:52:36.826	*	*	76.3	75600	*	*
13815	2014-03-21 14:52:39.367	*	*	*	*	76.35	59200
13816	2014-03-21 14:52:41.342	*	*	*	*	76.35	63200
13817	2014-03-21 14:52:43.767	76.35	4000	*	*	*	*
13818	2014-03-21 14:52:43.767	*	*	*	*	76.35	59200
13819	2014-03-21 14:52:44.358	*	*	*	*	76.35	63200
13820	2014-03-21 14:52:44.799	*	*	*	*	76.35	62800
13821	2014-03-21 14:52:45.041	76.35	2000	*	*	*	*
13822	2014-03-21 14:52:45.041	76.35	1200	*	*	*	*
13823	2014-03-21 14:52:45.041	*	*	*	*	76.35	59600
13824	2014-03-21 14:52:46.151	*	*	*	*	76.35	81600
13825	2014-03-21 14:52:46.350	*	*	*	*	76.35	108400
13826	2014-03-21 14:52:46.393	*	*	*	*	76.35	110800
13827	2014-03-21 14:52:46.394	*	*	*	*	76.35	113200
13828	2014-03-21 14:52:47.365	*	*	*	*	76.35	113600
13829	2014-03-21 14:52:53.830	*	*	76.3	76000	*	*
13830	2014-03-21 14:52:55.145	*	*	76.3	76400	*	*
13831	2014-03-21 14:52:57.250	76.3	800	*	*	*	*
13832	2014-03-21 14:52:57.250	76.3	1200	*	*	*	*
13833	2014-03-21 14:52:57.250	*	*	76.3	74400	*	*
13834	2014-03-21 14:52:57.305	*	*	*	*	76.35	113200
13835	2014-03-21 14:52:57.319	76.35	2800	*	*	*	*
13836	2014-03-21 14:52:57.319	76.35	2400	*	*	*	*
13837	2014-03-21 14:52:57.319	76.35	400	*	*	*	*
13838	2014-03-21 14:52:57.319	*	*	*	*	76.35	107600
13839	2014-03-21 14:52:57.346	76.35	1200	*	*	*	*
13840	2014-03-21 14:52:57.346	*	*	*	*	76.35	106400
13841	2014-03-21 14:52:57.566	*	*	*	*	76.35	108400
13842	2014-03-21 14:52:58.977	*	*	76.3	61600	*	*
13843	2014-03-21 14:52:59.020	*	*	76.3	59200	*	*
13844	2014-03-21 14:52:59.031	*	*	76.3	58400	*	*
13845	2014-03-21 14:52:59.723	*	*	*	*	76.35	114800
13846	2014-03-21 14:53:00.931	*	*	*	*	76.35	116400
13847	2014-03-21 14:53:02.948	*	*	76.3	59200	*	*
13848	2014-03-21 14:53:06.250	76.35	400	*	*	*	*
13849	2014-03-21 14:53:06.250	*	*	*	*	76.35	116000
13850	2014-03-21 14:53:10.240	*	*	*	*	76.35	120800
13851	2014-03-21 14:53:10.267	*	*	*	*	76.35	118400
13852	2014-03-21 14:53:12.424	*	*	76.3	72000	*	*
13853	2014-03-21 14:53:12.451	*	*	76.3	75600	*	*
13854	2014-03-21 14:53:13.249	*	*	76.3	74800	*	*
13855	2014-03-21 14:53:13.351	76.35	800	*	*	*	*
13856	2014-03-21 14:53:13.351	*	*	*	*	76.35	117600
13857	2014-03-21 14:53:14.151	*	*	*	*	76.35	105600
13858	2014-03-21 14:53:15.670	76.3	800	*	*	*	*
13859	2014-03-21 14:53:15.670	76.3	400	*	*	*	*
13860	2014-03-21 14:53:15.670	*	*	76.3	73600	*	*
13861	2014-03-21 14:53:15.720	*	*	*	*	76.35	107600
13862	2014-03-21 14:53:15.906	*	*	*	*	76.35	106000
13863	2014-03-21 14:53:16.019	*	*	*	*	76.35	107600
13864	2014-03-21 14:53:19.299	*	*	76.3	74800	*	*
13865	2014-03-21 14:53:21.210	*	*	76.3	84800	*	*
13866	2014-03-21 14:53:21.229	*	*	76.3	81200	*	*
13867	2014-03-21 14:53:21.238	*	*	76.3	87200	*	*
13868	2014-03-21 14:53:28.323	76.35	400	*	*	*	*
13869	2014-03-21 14:53:28.323	*	*	*	*	76.35	107200
13870	2014-03-21 14:53:28.697	*	*	*	*	76.35	111200
13871	2014-03-21 14:53:28.747	*	*	*	*	76.35	113600
13872	2014-03-21 14:53:33.089	*	*	76.3	87600	*	*
13873	2014-03-21 14:53:39.820	*	*	76.3	88400	*	*
13874	2014-03-21 14:53:39.831	*	*	*	*	76.35	116000
13875	2014-03-21 14:53:40.312	*	*	*	*	76.35	113600
13876	2014-03-21 14:53:43.221	*	*	76.3	88000	*	*
13877	2014-03-21 14:53:43.238	76.35	400	*	*	*	*
13878	2014-03-21 14:53:43.238	*	*	*	*	76.35	113200
13879	2014-03-21 14:53:43.489	*	*	76.3	92000	*	*
13880	2014-03-21 14:53:44.406	*	*	76.3	92400	*	*
13881	2014-03-21 14:53:46.459	*	*	*	*	76.35	115200
13882	2014-03-21 14:53:47.653	*	*	*	*	76.35	127200
13883	2014-03-21 14:53:47.667	*	*	*	*	76.35	129600
13884	2014-03-21 14:53:51.898	76.35	400	*	*	*	*
13885	2014-03-21 14:53:51.898	76.35	1600	*	*	*	*
13886	2014-03-21 14:53:51.898	*	*	*	*	76.35	127600
13887	2014-03-21 14:53:56.079	76.35	400	*	*	*	*
13888	2014-03-21 14:53:56.079	*	*	*	*	76.35	127200
13889	2014-03-21 14:53:56.579	*	*	76.3	93200	*	*
13890	2014-03-21 14:53:58.496	*	*	*	*	76.35	115200
13891	2014-03-21 14:53:59.264	*	*	76.3	94000	*	*
13892	2014-03-21 14:54:02.639	*	*	*	*	76.35	112800
13893	2014-03-21 14:54:03.503	76.35	1200	*	*	*	*
13894	2014-03-21 14:54:03.503	*	*	*	*	76.35	111600
13895	2014-03-21 14:54:04.053	*	*	76.3	95200	*	*
13896	2014-03-21 14:54:06.352	76.35	1200	*	*	*	*
13897	2014-03-21 14:54:06.352	*	*	*	*	76.35	110400
13898	2014-03-21 14:54:07.364	76.35	800	*	*	*	*
13899	2014-03-21 14:54:07.364	*	*	*	*	76.35	109600
13900	2014-03-21 14:54:07.389	*	*	76.3	97200	*	*
13901	2014-03-21 14:54:07.464	76.35	400	*	*	*	*
13902	2014-03-21 14:54:07.464	76.35	2000	*	*	*	*
13903	2014-03-21 14:54:07.464	76.35	2400	*	*	*	*
13904	2014-03-21 14:54:07.464	76.35	400	*	*	*	*
13905	2014-03-21 14:54:07.464	76.35	2000	*	*	*	*
13906	2014-03-21 14:54:07.464	76.35	400	*	*	*	*
13907	2014-03-21 14:54:07.464	76.35	2000	*	*	*	*
13908	2014-03-21 14:54:07.464	76.35	400	*	*	*	*
13909	2014-03-21 14:54:07.464	*	*	*	*	76.35	99600
13910	2014-03-21 14:54:07.482	*	*	*	*	76.35	100000
13911	2014-03-21 14:54:11.546	*	*	*	*	76.35	95200
