Seq_No	Time	Transaction_Price	Volume	Bid_Price	Bid_Size	Ask_Price	Ask_Size
3089	2014-03-21 10:16:49.746	76.25	800	*	*	*	*
3090	2014-03-21 10:16:49.746	*	*	*	*	76.25	94400
3091	2014-03-21 10:16:51.811	*	*	76.2	42400	*	*
3092	2014-03-21 10:16:54.141	76.25	400	*	*	*	*
3093	2014-03-21 10:16:54.141	*	*	*	*	76.25	94000
3094	2014-03-21 10:16:56.621	*	*	76.2	42000	*	*
3095	2014-03-21 10:16:56.637	76.25	400	*	*	*	*
3096	2014-03-21 10:16:56.637	*	*	*	*	76.25	93600
3097	2014-03-21 10:17:00.287	*	*	76.2	43600	*	*
3098	2014-03-21 10:17:00.455	*	*	76.2	53600	*	*
3099	2014-03-21 10:17:01.002	*	*	76.2	54000	*	*
3100	2014-03-21 10:17:21.203	*	*	76.2	70000	*	*
3101	2014-03-21 10:17:25.119	*	*	*	*	76.25	77600
3102	2014-03-21 10:17:25.125	*	*	*	*	76.25	78000
3103	2014-03-21 10:17:28.157	*	*	*	*	76.25	94000
3104	2014-03-21 10:17:30.775	*	*	*	*	76.25	92400
3105	2014-03-21 10:17:30.776	*	*	*	*	76.25	90800
3106	2014-03-21 10:17:30.800	*	*	*	*	76.25	92400
3107	2014-03-21 10:17:30.839	*	*	*	*	76.25	94000
3108	2014-03-21 10:17:32.919	*	*	76.2	72000	*	*
3109	2014-03-21 10:17:37.011	*	*	*	*	76.25	78000
3110	2014-03-21 10:17:39.139	76.25	1200	*	*	*	*
3111	2014-03-21 10:17:39.139	*	*	*	*	76.25	76800
3112	2014-03-21 10:17:39.457	*	*	76.2	72400	*	*
3113	2014-03-21 10:17:42.131	*	*	*	*	76.25	80400
3114	2014-03-21 10:17:44.095	76.25	1200	*	*	*	*
3115	2014-03-21 10:17:44.095	*	*	*	*	76.25	79200
3116	2014-03-21 10:17:45.270	76.25	400	*	*	*	*
3117	2014-03-21 10:17:45.270	*	*	*	*	76.25	78800
3118	2014-03-21 10:17:48.728	*	*	*	*	76.25	143200
3119	2014-03-21 10:17:48.729	*	*	*	*	76.25	165200
3120	2014-03-21 10:17:48.738	*	*	*	*	76.25	184800
3121	2014-03-21 10:17:48.925	76.25	400	*	*	*	*
3122	2014-03-21 10:17:48.925	*	*	*	*	76.25	184400
3123	2014-03-21 10:17:48.936	*	*	*	*	76.25	184800
3124	2014-03-21 10:17:53.459	76.2	800	*	*	*	*
3125	2014-03-21 10:17:53.459	*	*	76.2	71600	*	*
3126	2014-03-21 10:17:56.626	76.25	400	*	*	*	*
3127	2014-03-21 10:17:56.626	*	*	*	*	76.25	184400
3128	2014-03-21 10:17:56.634	*	*	*	*	76.25	187200
3129	2014-03-21 10:17:56.666	*	*	*	*	76.25	188400
3130	2014-03-21 10:17:59.832	*	*	76.2	71200	*	*
3131	2014-03-21 10:17:59.847	76.25	400	*	*	*	*
3132	2014-03-21 10:17:59.847	*	*	*	*	76.25	188000
3133	2014-03-21 10:18:01.250	*	*	76.2	71600	*	*
3134	2014-03-21 10:18:03.723	*	*	*	*	76.25	123600
3135	2014-03-21 10:18:03.743	76.2	800	*	*	*	*
3136	2014-03-21 10:18:03.743	76.2	800	*	*	*	*
3137	2014-03-21 10:18:03.743	76.2	400	*	*	*	*
3138	2014-03-21 10:18:03.743	*	*	76.2	69600	*	*
3139	2014-03-21 10:18:03.853	*	*	*	*	76.25	186000
3140	2014-03-21 10:18:05.610	76.25	400	*	*	*	*
3141	2014-03-21 10:18:05.610	*	*	*	*	76.25	185600
3142	2014-03-21 10:18:10.637	*	*	76.2	70000	*	*
3143	2014-03-21 10:18:12.082	76.25	400	*	*	*	*
3144	2014-03-21 10:18:12.082	*	*	*	*	76.25	185200
3145	2014-03-21 10:18:13.742	*	*	*	*	76.25	186800
3146	2014-03-21 10:18:13.839	76.25	1200	*	*	*	*
3147	2014-03-21 10:18:13.839	*	*	*	*	76.25	185600
3148	2014-03-21 10:18:13.855	*	*	*	*	76.25	184000
3149	2014-03-21 10:18:18.723	*	*	*	*	76.25	121600
3150	2014-03-21 10:18:18.745	76.2	2000	*	*	*	*
3151	2014-03-21 10:18:18.745	*	*	76.2	68000	*	*
3152	2014-03-21 10:18:18.772	*	*	*	*	76.25	182000
3153	2014-03-21 10:18:19.759	76.2	1600	*	*	*	*
3154	2014-03-21 10:18:19.759	76.2	800	*	*	*	*
3155	2014-03-21 10:18:19.759	76.2	800	*	*	*	*
3156	2014-03-21 10:18:19.759	*	*	76.2	64800	*	*
3157	2014-03-21 10:18:23.194	*	*	*	*	76.25	160000
3158	2014-03-21 10:18:29.045	76.25	6800	*	*	*	*
3159	2014-03-21 10:18:29.045	*	*	*	*	76.25	153200
3160	2014-03-21 10:18:33.722	*	*	*	*	76.25	92800
3161	2014-03-21 10:18:33.753	76.2	400	*	*	*	*
3162	2014-03-21 10:18:33.753	76.2	800	*	*	*	*
3163	2014-03-21 10:18:33.753	76.2	800	*	*	*	*
3164	2014-03-21 10:18:33.753	76.2	400	*	*	*	*
3165	2014-03-21 10:18:33.753	76.2	400	*	*	*	*
3166	2014-03-21 10:18:33.753	76.2	7200	*	*	*	*
3167	2014-03-21 10:18:33.753	*	*	76.2	54800	*	*
3168	2014-03-21 10:18:33.776	*	*	*	*	76.25	143200
3169	2014-03-21 10:18:36.691	*	*	*	*	76.25	159200
3170	2014-03-21 10:18:36.986	*	*	76.2	38800	*	*
3171	2014-03-21 10:18:38.657	*	*	*	*	76.25	181200
3172	2014-03-21 10:18:45.776	*	*	*	*	76.25	179600
3173	2014-03-21 10:18:45.777	*	*	*	*	76.25	178000
3174	2014-03-21 10:18:45.851	*	*	*	*	76.25	178400
3175	2014-03-21 10:18:45.852	*	*	*	*	76.25	180000
3176	2014-03-21 10:18:45.855	*	*	*	*	76.25	181600
3177	2014-03-21 10:18:48.060	76.25	400	*	*	*	*
3178	2014-03-21 10:18:48.060	*	*	*	*	76.25	181200
3179	2014-03-21 10:18:51.498	*	*	*	*	76.25	180800
3180	2014-03-21 10:18:51.498	*	*	*	*	76.25	191600
3181	2014-03-21 10:18:52.863	76.25	400	*	*	*	*
3182	2014-03-21 10:18:52.863	76.25	400	*	*	*	*
3183	2014-03-21 10:18:52.863	76.25	3200	*	*	*	*
3184	2014-03-21 10:18:52.863	*	*	*	*	76.25	187600
3185	2014-03-21 10:18:52.879	*	*	*	*	76.25	192400
3186	2014-03-21 10:18:52.897	*	*	*	*	76.25	192800
3187	2014-03-21 10:18:56.065	76.25	400	*	*	*	*
3188	2014-03-21 10:18:56.065	*	*	*	*	76.25	192400
3189	2014-03-21 10:18:56.067	*	*	76.2	54800	*	*
3190	2014-03-21 10:18:59.057	*	*	76.2	54400	*	*
3191	2014-03-21 10:18:59.073	76.25	400	*	*	*	*
3192	2014-03-21 10:18:59.073	*	*	*	*	76.25	192000
3193	2014-03-21 10:19:00.489	*	*	76.2	54800	*	*
3194	2014-03-21 10:19:00.682	*	*	76.2	55200	*	*
3195	2014-03-21 10:19:02.662	*	*	*	*	76.25	192400
3196	2014-03-21 10:19:03.724	*	*	*	*	76.25	142000
3197	2014-03-21 10:19:03.745	76.2	5200	*	*	*	*
3198	2014-03-21 10:19:03.745	*	*	76.2	50000	*	*
3199	2014-03-21 10:19:03.748	*	*	*	*	76.25	168800
3200	2014-03-21 10:19:03.810	*	*	*	*	76.25	214000
3201	2014-03-21 10:19:03.835	*	*	*	*	76.25	221200
3202	2014-03-21 10:19:05.763	*	*	76.2	50800	*	*
3203	2014-03-21 10:19:13.225	76.25	800	*	*	*	*
3204	2014-03-21 10:19:13.225	*	*	*	*	76.25	220400
3205	2014-03-21 10:19:17.915	*	*	*	*	76.25	193600
3206	2014-03-21 10:19:24.541	*	*	*	*	76.25	222800
3207	2014-03-21 10:19:24.573	*	*	*	*	76.25	223200
3208	2014-03-21 10:19:25.850	*	*	76.2	51200	*	*
3209	2014-03-21 10:19:25.963	*	*	76.2	51600	*	*
3210	2014-03-21 10:19:28.206	*	*	*	*	76.25	223600
3211	2014-03-21 10:19:28.239	*	*	*	*	76.25	225600
3212	2014-03-21 10:19:32.357	76.25	1600	*	*	*	*
3213	2014-03-21 10:19:32.357	76.25	8400	*	*	*	*
3214	2014-03-21 10:19:32.357	*	*	*	*	76.25	215600
3215	2014-03-21 10:19:32.369	*	*	*	*	76.25	218000
3216	2014-03-21 10:19:32.482	76.25	400	*	*	*	*
3217	2014-03-21 10:19:32.482	76.25	2800	*	*	*	*
3218	2014-03-21 10:19:32.482	*	*	*	*	76.25	214800
3219	2014-03-21 10:19:32.970	*	*	*	*	76.25	185600
3220	2014-03-21 10:19:33.727	*	*	*	*	76.25	140400
3221	2014-03-21 10:19:33.748	76.2	14000	*	*	*	*
3222	2014-03-21 10:19:33.748	*	*	76.2	37600	*	*
3223	2014-03-21 10:19:33.775	*	*	*	*	76.25	171600
3224	2014-03-21 10:19:35.260	*	*	*	*	76.25	196000
3225	2014-03-21 10:19:35.616	76.2	2000	*	*	*	*
3226	2014-03-21 10:19:35.616	*	*	76.2	35600	*	*
3227	2014-03-21 10:19:37.975	*	*	*	*	76.25	226400
3228	2014-03-21 10:19:39.403	76.25	800	*	*	*	*
3229	2014-03-21 10:19:39.403	*	*	*	*	76.25	225600
3230	2014-03-21 10:19:42.125	76.2	800	*	*	*	*
3231	2014-03-21 10:19:42.125	76.2	400	*	*	*	*
3232	2014-03-21 10:19:42.125	76.2	800	*	*	*	*
3233	2014-03-21 10:19:42.125	76.2	800	*	*	*	*
3234	2014-03-21 10:19:42.125	*	*	76.2	32800	*	*
3235	2014-03-21 10:19:42.150	*	*	76.2	43200	*	*
3236	2014-03-21 10:19:45.662	*	*	*	*	76.25	244000
3237	2014-03-21 10:19:48.726	*	*	*	*	76.25	212800
3238	2014-03-21 10:19:48.747	*	*	*	*	76.25	194400
3239	2014-03-21 10:19:48.747	76.2	1600	*	*	*	*
3240	2014-03-21 10:19:48.747	76.2	10000	*	*	*	*
3241	2014-03-21 10:19:48.747	76.2	2000	*	*	*	*
3242	2014-03-21 10:19:48.747	76.2	400	*	*	*	*
3243	2014-03-21 10:19:48.747	76.2	400	*	*	*	*
3244	2014-03-21 10:19:48.747	76.2	4000	*	*	*	*
3245	2014-03-21 10:19:48.747	*	*	76.2	24800	*	*
3246	2014-03-21 10:19:48.747	*	*	*	*	76.25	188000
3247	2014-03-21 10:19:48.747	76.2	6400	*	*	*	*
3248	2014-03-21 10:19:48.747	*	*	76.2	18400	*	*
3249	2014-03-21 10:19:48.785	76.2	5600	*	*	*	*
3250	2014-03-21 10:19:48.785	*	*	76.2	12800	*	*
3251	2014-03-21 10:19:48.811	76.2	400	*	*	*	*
3252	2014-03-21 10:19:48.811	76.2	400	*	*	*	*
3253	2014-03-21 10:19:48.811	76.2	800	*	*	*	*
3254	2014-03-21 10:19:48.811	76.2	400	*	*	*	*
3255	2014-03-21 10:19:48.811	76.2	400	*	*	*	*
3256	2014-03-21 10:19:48.811	76.2	10400	*	*	*	*
3257	2014-03-21 10:19:48.811	76.15	400	*	*	*	*
3258	2014-03-21 10:19:48.811	76.15	400	*	*	*	*
3259	2014-03-21 10:19:48.811	76.15	400	*	*	*	*
3260	2014-03-21 10:19:48.811	76.15	400	*	*	*	*
3261	2014-03-21 10:19:48.811	76.15	800	*	*	*	*
3262	2014-03-21 10:19:48.811	76.15	10000	*	*	*	*
3263	2014-03-21 10:19:48.811	*	*	76.15	1028400	*	*
3264	2014-03-21 10:19:48.811	*	*	*	*	76.25	188400
3265	2014-03-21 10:19:48.851	*	*	*	*	76.25	188000
3266	2014-03-21 10:19:48.922	76.15	400	*	*	*	*
3267	2014-03-21 10:19:48.922	*	*	76.15	1028000	*	*
3268	2014-03-21 10:19:49.317	*	*	76.15	1033200	*	*
3269	2014-03-21 10:19:50.855	*	*	76.15	1032400	*	*
3270	2014-03-21 10:19:50.885	76.15	9600	*	*	*	*
3271	2014-03-21 10:19:50.885	76.15	292800	*	*	*	*
3272	2014-03-21 10:19:50.885	*	*	76.15	730000	*	*
3273	2014-03-21 10:19:51.485	*	*	*	*	76.25	183200
3274	2014-03-21 10:19:51.488	*	*	*	*	76.2	34000
3275	2014-03-21 10:19:51.491	*	*	*	*	76.2	56000
3276	2014-03-21 10:19:51.491	*	*	76.15	724800	*	*
3277	2014-03-21 10:19:51.514	*	*	*	*	76.2	56400
3278	2014-03-21 10:19:51.529	*	*	*	*	76.2	60800
3279	2014-03-21 10:19:51.533	*	*	*	*	76.2	74400
3280	2014-03-21 10:19:51.596	*	*	*	*	76.2	75600
3281	2014-03-21 10:19:51.601	*	*	*	*	76.2	76000
3282	2014-03-21 10:19:51.605	*	*	*	*	76.2	76400
3283	2014-03-21 10:19:51.608	*	*	*	*	76.2	89200
3284	2014-03-21 10:19:51.626	*	*	*	*	76.2	96000
3285	2014-03-21 10:19:51.634	*	*	*	*	76.2	96400
3286	2014-03-21 10:19:52.506	76.15	27600	*	*	*	*
3287	2014-03-21 10:19:52.506	*	*	76.15	697200	*	*
3288	2014-03-21 10:19:52.510	*	*	*	*	76.2	68800
3289	2014-03-21 10:19:53.499	*	*	*	*	76.2	62000
3290	2014-03-21 10:19:53.500	*	*	*	*	76.2	48400
3291	2014-03-21 10:19:53.502	*	*	*	*	76.2	45200
3292	2014-03-21 10:19:53.504	76.15	130400	*	*	*	*
3293	2014-03-21 10:19:53.504	*	*	76.15	566800	*	*
3294	2014-03-21 10:19:53.509	*	*	*	*	76.2	63200
3295	2014-03-21 10:19:53.510	*	*	*	*	76.2	63600
3296	2014-03-21 10:19:54.793	76.2	1600	*	*	*	*
3297	2014-03-21 10:19:54.793	*	*	*	*	76.2	62000
3298	2014-03-21 10:19:57.497	*	*	*	*	76.2	44000
3299	2014-03-21 10:19:57.498	*	*	*	*	76.2	42800
3300	2014-03-21 10:19:57.500	*	*	76.15	557200	*	*
3301	2014-03-21 10:19:57.500	76.15	66800	*	*	*	*
3302	2014-03-21 10:19:57.500	*	*	76.15	490400	*	*
3303	2014-03-21 10:19:57.507	*	*	*	*	76.2	62800
3304	2014-03-21 10:19:57.572	76.15	4800	*	*	*	*
3305	2014-03-21 10:19:57.572	*	*	76.15	485600	*	*
3306	2014-03-21 10:19:57.573	*	*	*	*	76.2	58000
3307	2014-03-21 10:19:58.698	76.2	1200	*	*	*	*
3308	2014-03-21 10:19:58.698	*	*	*	*	76.2	56800
3309	2014-03-21 10:19:59.549	*	*	*	*	76.2	57200
3310	2014-03-21 10:19:59.564	*	*	*	*	76.2	37200
3311	2014-03-21 10:19:59.566	76.15	32400	*	*	*	*
3312	2014-03-21 10:19:59.566	*	*	76.15	453200	*	*
3313	2014-03-21 10:19:59.573	*	*	*	*	76.2	57200
3314	2014-03-21 10:19:59.913	76.2	4000	*	*	*	*
3315	2014-03-21 10:19:59.913	*	*	*	*	76.2	53200
3316	2014-03-21 10:19:59.932	*	*	*	*	76.2	53600
3317	2014-03-21 10:20:00.698	*	*	76.15	453600	*	*
3318	2014-03-21 10:20:00.791	*	*	*	*	76.2	55200
3319	2014-03-21 10:20:00.840	*	*	*	*	76.2	56800
3320	2014-03-21 10:20:01.851	*	*	*	*	76.2	57200
3321	2014-03-21 10:20:01.878	*	*	*	*	76.2	37200
3322	2014-03-21 10:20:01.880	76.15	15600	*	*	*	*
3323	2014-03-21 10:20:01.880	*	*	76.15	438000	*	*
3324	2014-03-21 10:20:01.897	*	*	*	*	76.2	50400
3325	2014-03-21 10:20:02.145	76.2	800	*	*	*	*
3326	2014-03-21 10:20:02.145	*	*	*	*	76.2	49600
3327	2014-03-21 10:20:03.693	76.2	400	*	*	*	*
3328	2014-03-21 10:20:03.693	*	*	*	*	76.2	49200
3329	2014-03-21 10:20:03.998	76.15	2000	*	*	*	*
3330	2014-03-21 10:20:03.998	*	*	76.15	436000	*	*
3331	2014-03-21 10:20:04.012	*	*	*	*	76.2	36000
3332	2014-03-21 10:20:04.014	76.15	11200	*	*	*	*
3333	2014-03-21 10:20:04.014	*	*	76.15	424800	*	*
3334	2014-03-21 10:20:04.021	*	*	*	*	76.2	53200
3335	2014-03-21 10:20:04.365	*	*	*	*	76.2	81200
3336	2014-03-21 10:20:04.381	*	*	*	*	76.2	84800
3337	2014-03-21 10:20:04.411	*	*	*	*	76.2	86400
3338	2014-03-21 10:20:07.497	*	*	*	*	76.2	84800
3339	2014-03-21 10:20:07.498	*	*	*	*	76.2	81200
3340	2014-03-21 10:20:07.499	*	*	*	*	76.2	64000
3341	2014-03-21 10:20:07.501	76.15	800	*	*	*	*
3342	2014-03-21 10:20:07.501	*	*	76.15	424000	*	*
3343	2014-03-21 10:20:07.506	*	*	*	*	76.2	66000
3344	2014-03-21 10:20:07.527	*	*	*	*	76.2	86400
3345	2014-03-21 10:20:10.697	76.2	400	*	*	*	*
3346	2014-03-21 10:20:10.697	*	*	*	*	76.2	86000
3347	2014-03-21 10:20:10.725	*	*	*	*	76.2	65600
3348	2014-03-21 10:20:10.725	*	*	*	*	76.2	63600
3349	2014-03-21 10:20:10.728	76.15	400	*	*	*	*
3350	2014-03-21 10:20:10.728	*	*	76.15	423600	*	*
3351	2014-03-21 10:20:10.734	*	*	*	*	76.2	84000
3352	2014-03-21 10:20:10.745	*	*	*	*	76.2	86000
3353	2014-03-21 10:20:11.697	76.2	2000	*	*	*	*
3354	2014-03-21 10:20:11.697	*	*	*	*	76.2	84000
3355	2014-03-21 10:20:12.154	*	*	*	*	76.2	86800
3356	2014-03-21 10:20:13.498	*	*	*	*	76.2	84800
3357	2014-03-21 10:20:13.498	*	*	*	*	76.2	64400
3358	2014-03-21 10:20:13.507	76.15	2000	*	*	*	*
3359	2014-03-21 10:20:13.507	*	*	76.15	421600	*	*
3360	2014-03-21 10:20:13.509	*	*	*	*	76.2	84800
3361	2014-03-21 10:20:17.497	*	*	*	*	76.2	64400
3362	2014-03-21 10:20:17.506	76.15	20400	*	*	*	*
3363	2014-03-21 10:20:17.506	*	*	76.15	401200	*	*
3364	2014-03-21 10:20:19.886	76.2	1200	*	*	*	*
3365	2014-03-21 10:20:19.886	*	*	*	*	76.2	63200
3366	2014-03-21 10:20:24.794	76.2	800	*	*	*	*
3367	2014-03-21 10:20:24.794	*	*	*	*	76.2	62400
3368	2014-03-21 10:20:25.117	*	*	76.15	400800	*	*
3369	2014-03-21 10:20:42.484	*	*	*	*	76.2	64800
3370	2014-03-21 10:20:43.109	76.2	800	*	*	*	*
3371	2014-03-21 10:20:43.109	*	*	*	*	76.2	64000
3372	2014-03-21 10:20:43.197	*	*	*	*	76.2	66400
3373	2014-03-21 10:20:45.855	76.2	800	*	*	*	*
3374	2014-03-21 10:20:45.855	*	*	*	*	76.2	65600
3375	2014-03-21 10:20:45.966	*	*	*	*	76.2	66000
3376	2014-03-21 10:20:49.965	76.2	1200	*	*	*	*
3377	2014-03-21 10:20:49.965	*	*	*	*	76.2	64800
3378	2014-03-21 10:20:50.075	*	*	*	*	76.2	65600
3379	2014-03-21 10:21:00.122	76.2	400	*	*	*	*
3380	2014-03-21 10:21:00.122	*	*	*	*	76.2	65200
3381	2014-03-21 10:21:00.782	*	*	*	*	76.2	63600
3382	2014-03-21 10:21:00.783	*	*	*	*	76.2	62000
3383	2014-03-21 10:21:00.818	*	*	*	*	76.2	63600
3384	2014-03-21 10:21:00.875	*	*	*	*	76.2	65200
3385	2014-03-21 10:21:03.027	*	*	76.15	402800	*	*
3386	2014-03-21 10:21:06.572	*	*	76.15	402400	*	*
3387	2014-03-21 10:21:06.588	76.2	400	*	*	*	*
3388	2014-03-21 10:21:06.588	*	*	*	*	76.2	64800
3389	2014-03-21 10:21:06.591	*	*	*	*	76.2	80800
3390	2014-03-21 10:21:08.125	*	*	76.15	403200	*	*
3391	2014-03-21 10:21:08.129	*	*	76.15	403600	*	*
3392	2014-03-21 10:21:11.744	*	*	76.15	417600	*	*
3393	2014-03-21 10:21:12.325	*	*	*	*	76.2	52800
3394	2014-03-21 10:21:12.327	*	*	*	*	76.2	36800
3395	2014-03-21 10:21:12.333	76.15	400	*	*	*	*
3396	2014-03-21 10:21:12.333	*	*	76.15	417200	*	*
3397	2014-03-21 10:21:15.824	*	*	*	*	76.2	29200
3398	2014-03-21 10:21:19.420	76.2	400	*	*	*	*
3399	2014-03-21 10:21:19.420	76.2	800	*	*	*	*
3400	2014-03-21 10:21:19.420	*	*	*	*	76.2	28000
3401	2014-03-21 10:21:21.929	*	*	76.15	418800	*	*
3402	2014-03-21 10:21:23.333	*	*	*	*	76.2	28400
3403	2014-03-21 10:21:40.095	*	*	*	*	76.2	45200
3404	2014-03-21 10:21:44.047	*	*	*	*	76.2	47600
3405	2014-03-21 10:21:50.313	76.2	400	*	*	*	*
3406	2014-03-21 10:21:50.313	76.2	400	*	*	*	*
3407	2014-03-21 10:21:50.313	76.2	400	*	*	*	*
3408	2014-03-21 10:21:50.313	76.2	800	*	*	*	*
3409	2014-03-21 10:21:50.313	*	*	*	*	76.2	45600
3410	2014-03-21 10:21:50.318	76.2	400	*	*	*	*
3411	2014-03-21 10:21:50.318	*	*	*	*	76.2	45200
3412	2014-03-21 10:21:50.345	*	*	*	*	76.2	59200
3413	2014-03-21 10:21:55.143	*	*	*	*	76.2	58800
3414	2014-03-21 10:21:55.146	*	*	*	*	76.2	58400
3415	2014-03-21 10:22:03.825	76.2	800	*	*	*	*
3416	2014-03-21 10:22:03.825	*	*	*	*	76.2	57600
3417	2014-03-21 10:22:08.526	76.2	400	*	*	*	*
3418	2014-03-21 10:22:08.526	*	*	*	*	76.2	57200
3419	2014-03-21 10:22:09.070	*	*	76.15	418000	*	*
3420	2014-03-21 10:22:09.086	76.2	800	*	*	*	*
3421	2014-03-21 10:22:09.086	*	*	*	*	76.2	56400
3422	2014-03-21 10:22:09.476	76.2	400	*	*	*	*
3423	2014-03-21 10:22:09.476	*	*	*	*	76.2	56000
3424	2014-03-21 10:22:10.234	*	*	76.15	418400	*	*
3425	2014-03-21 10:22:15.921	76.15	1600	*	*	*	*
3426	2014-03-21 10:22:15.921	*	*	76.15	416800	*	*
3427	2014-03-21 10:22:15.925	76.2	400	*	*	*	*
3428	2014-03-21 10:22:15.925	*	*	*	*	76.2	55600
3429	2014-03-21 10:22:20.556	76.2	400	*	*	*	*
3430	2014-03-21 10:22:20.556	*	*	*	*	76.2	55200
3431	2014-03-21 10:22:26.543	*	*	*	*	76.2	55600
3432	2014-03-21 10:22:28.348	76.2	2000	*	*	*	*
3433	2014-03-21 10:22:28.348	*	*	*	*	76.2	53600
3434	2014-03-21 10:22:28.600	76.2	400	*	*	*	*
3435	2014-03-21 10:22:28.600	*	*	*	*	76.2	53200
3436	2014-03-21 10:22:28.610	76.2	400	*	*	*	*
3437	2014-03-21 10:22:28.610	*	*	*	*	76.2	52800
3438	2014-03-21 10:22:31.351	*	*	*	*	76.2	68800
3439	2014-03-21 10:22:35.326	*	*	76.15	420800	*	*
3440	2014-03-21 10:22:36.436	76.2	400	*	*	*	*
3441	2014-03-21 10:22:36.436	*	*	*	*	76.2	68400
3442	2014-03-21 10:22:44.858	*	*	*	*	76.2	74800
3443	2014-03-21 10:22:44.883	*	*	*	*	76.2	77200
3444	2014-03-21 10:22:53.976	76.2	800	*	*	*	*
3445	2014-03-21 10:22:53.976	*	*	*	*	76.2	76400
3446	2014-03-21 10:23:02.345	*	*	*	*	76.2	60400
3447	2014-03-21 10:23:03.983	*	*	*	*	76.2	63600
3448	2014-03-21 10:23:09.252	*	*	76.15	420400	*	*
3449	2014-03-21 10:23:09.268	76.2	400	*	*	*	*
3450	2014-03-21 10:23:09.268	*	*	*	*	76.2	63200
3451	2014-03-21 10:23:10.473	*	*	76.15	420800	*	*
3452	2014-03-21 10:23:24.432	76.2	400	*	*	*	*
3453	2014-03-21 10:23:24.432	*	*	*	*	76.2	62800
3454	2014-03-21 10:23:26.789	76.2	800	*	*	*	*
3455	2014-03-21 10:23:26.789	*	*	*	*	76.2	62000
3456	2014-03-21 10:23:27.022	*	*	76.15	421600	*	*
3457	2014-03-21 10:23:30.789	*	*	*	*	76.2	60400
3458	2014-03-21 10:23:30.824	*	*	*	*	76.2	58800
3459	2014-03-21 10:23:30.870	*	*	*	*	76.2	60400
3460	2014-03-21 10:23:30.917	*	*	*	*	76.2	62000
3461	2014-03-21 10:23:33.440	*	*	76.15	422400	*	*
3462	2014-03-21 10:23:36.131	76.2	2400	*	*	*	*
3463	2014-03-21 10:23:36.131	*	*	*	*	76.2	59600
3464	2014-03-21 10:23:36.135	76.2	400	*	*	*	*
3465	2014-03-21 10:23:36.135	*	*	*	*	76.2	59200
3466	2014-03-21 10:23:39.404	76.2	400	*	*	*	*
3467	2014-03-21 10:23:39.404	76.2	400	*	*	*	*
3468	2014-03-21 10:23:39.404	76.2	400	*	*	*	*
3469	2014-03-21 10:23:39.404	76.2	400	*	*	*	*
3470	2014-03-21 10:23:39.404	76.2	2400	*	*	*	*
3471	2014-03-21 10:23:39.404	76.2	2400	*	*	*	*
3472	2014-03-21 10:23:39.404	76.2	2400	*	*	*	*
3473	2014-03-21 10:23:39.404	76.2	400	*	*	*	*
3474	2014-03-21 10:23:39.404	76.2	800	*	*	*	*
3475	2014-03-21 10:23:39.404	76.2	400	*	*	*	*
3476	2014-03-21 10:23:39.404	76.2	16800	*	*	*	*
3477	2014-03-21 10:23:39.404	76.2	2400	*	*	*	*
3478	2014-03-21 10:23:39.404	76.2	400	*	*	*	*
3479	2014-03-21 10:23:39.404	*	*	*	*	76.2	29200
3480	2014-03-21 10:23:39.415	76.2	3200	*	*	*	*
3481	2014-03-21 10:23:39.415	*	*	*	*	76.2	26000
3482	2014-03-21 10:23:39.431	*	*	*	*	76.2	34800
3483	2014-03-21 10:23:45.719	*	*	*	*	76.2	37600
3484	2014-03-21 10:23:48.598	*	*	76.15	422800	*	*
3485	2014-03-21 10:23:56.431	76.2	1600	*	*	*	*
3486	2014-03-21 10:23:56.431	*	*	*	*	76.2	36000
3487	2014-03-21 10:23:56.435	76.2	400	*	*	*	*
3488	2014-03-21 10:23:56.435	*	*	*	*	76.2	35600
3489	2014-03-21 10:24:02.952	76.2	400	*	*	*	*
3490	2014-03-21 10:24:02.952	*	*	*	*	76.2	35200
3491	2014-03-21 10:24:05.271	76.2	800	*	*	*	*
3492	2014-03-21 10:24:05.271	*	*	*	*	76.2	34400
3493	2014-03-21 10:24:09.791	76.2	1600	*	*	*	*
3494	2014-03-21 10:24:09.791	*	*	*	*	76.2	32800
3495	2014-03-21 10:24:09.830	76.2	400	*	*	*	*
3496	2014-03-21 10:24:09.830	*	*	*	*	76.2	32400
3497	2014-03-21 10:24:12.580	*	*	76.15	422400	*	*
3498	2014-03-21 10:24:12.588	*	*	*	*	76.2	38400
3499	2014-03-21 10:24:12.596	76.2	400	*	*	*	*
3500	2014-03-21 10:24:12.596	*	*	*	*	76.2	38000
3501	2014-03-21 10:24:13.785	*	*	76.15	422800	*	*
3502	2014-03-21 10:24:14.101	*	*	*	*	76.2	50400
3503	2014-03-21 10:24:17.454	76.2	1200	*	*	*	*
3504	2014-03-21 10:24:17.454	*	*	*	*	76.2	49200
3505	2014-03-21 10:24:22.731	*	*	*	*	76.2	74000
3506	2014-03-21 10:24:23.815	*	*	*	*	76.2	76400
3507	2014-03-21 10:24:24.177	*	*	*	*	76.2	88800
3508	2014-03-21 10:24:24.647	76.2	800	*	*	*	*
3509	2014-03-21 10:24:24.647	*	*	*	*	76.2	88000
3510	2014-03-21 10:24:24.688	*	*	*	*	76.2	88400
3511	2014-03-21 10:24:28.058	*	*	76.15	423600	*	*
3512	2014-03-21 10:24:28.092	76.2	800	*	*	*	*
3513	2014-03-21 10:24:28.092	*	*	*	*	76.2	87600
