Seq_No	Time	Transaction_Price	Volume	Bid_Price	Bid_Size	Ask_Price	Ask_Size
5547	2014-03-20 10:26:45.100	*	*	*	*	76.2	44400
5548	2014-03-20 10:26:45.559	76.2	800	*	*	*	*
5549	2014-03-20 10:26:45.559	*	*	*	*	76.2	43600
5550	2014-03-20 10:26:50.333	76.2	400	*	*	*	*
5551	2014-03-20 10:26:50.333	*	*	*	*	76.2	43200
5552	2014-03-20 10:26:53.471	*	*	*	*	76.2	65200
5553	2014-03-20 10:27:00.408	*	*	*	*	76.2	65600
5554	2014-03-20 10:27:05.144	*	*	*	*	76.2	43600
5555	2014-03-20 10:27:05.618	*	*	76.15	52400	*	*
5556	2014-03-20 10:27:10.434	76.15	1600	*	*	*	*
5557	2014-03-20 10:27:10.434	76.15	800	*	*	*	*
5558	2014-03-20 10:27:10.434	76.15	800	*	*	*	*
5559	2014-03-20 10:27:10.434	76.15	400	*	*	*	*
5560	2014-03-20 10:27:10.434	*	*	76.15	48800	*	*
5561	2014-03-20 10:27:10.740	*	*	*	*	76.2	45600
5562	2014-03-20 10:27:11.790	*	*	76.15	51600	*	*
5563	2014-03-20 10:27:12.219	*	*	76.15	53600	*	*
5564	2014-03-20 10:27:12.784	76.15	400	*	*	*	*
5565	2014-03-20 10:27:12.784	*	*	76.15	53200	*	*
5566	2014-03-20 10:27:13.988	76.2	400	*	*	*	*
5567	2014-03-20 10:27:13.988	*	*	*	*	76.2	45200
5568	2014-03-20 10:27:22.552	76.2	400	*	*	*	*
5569	2014-03-20 10:27:22.552	*	*	*	*	76.2	44800
5570	2014-03-20 10:27:30.426	*	*	*	*	76.2	44400
5571	2014-03-20 10:27:30.426	76.15	400	*	*	*	*
5572	2014-03-20 10:27:30.426	*	*	76.15	52800	*	*
5573	2014-03-20 10:27:30.831	*	*	76.15	53200	*	*
5574	2014-03-20 10:27:31.221	*	*	*	*	76.2	35600
5575	2014-03-20 10:27:31.639	*	*	76.15	53600	*	*
5576	2014-03-20 10:27:35.997	76.15	400	*	*	*	*
5577	2014-03-20 10:27:35.997	*	*	76.15	53200	*	*
5578	2014-03-20 10:27:37.928	*	*	*	*	76.2	44400
5579	2014-03-20 10:27:38.431	76.2	800	*	*	*	*
5580	2014-03-20 10:27:38.431	76.2	3200	*	*	*	*
5581	2014-03-20 10:27:38.431	*	*	*	*	76.2	40400
5582	2014-03-20 10:27:39.948	*	*	*	*	76.2	44800
5583	2014-03-20 10:27:49.995	*	*	*	*	76.2	47200
5584	2014-03-20 10:27:50.038	*	*	*	*	76.2	69200
5585	2014-03-20 10:27:50.999	*	*	*	*	76.2	71200
5586	2014-03-20 10:27:51.001	*	*	*	*	76.2	73200
5587	2014-03-20 10:27:51.004	*	*	*	*	76.2	75200
5588	2014-03-20 10:27:52.020	*	*	*	*	76.2	78400
5589	2014-03-20 10:27:52.535	*	*	*	*	76.2	88400
5590	2014-03-20 10:27:53.151	76.15	1200	*	*	*	*
5591	2014-03-20 10:27:53.151	76.15	9600	*	*	*	*
5592	2014-03-20 10:27:53.151	*	*	76.15	42400	*	*
5593	2014-03-20 10:27:53.153	*	*	*	*	76.2	87200
5594	2014-03-20 10:27:53.171	76.15	1200	*	*	*	*
5595	2014-03-20 10:27:53.171	*	*	76.15	41200	*	*
5596	2014-03-20 10:27:53.303	*	*	76.15	28400	*	*
5597	2014-03-20 10:27:53.339	*	*	76.15	29600	*	*
5598	2014-03-20 10:27:58.315	*	*	76.15	30000	*	*
5599	2014-03-20 10:27:59.362	*	*	76.15	42800	*	*
5600	2014-03-20 10:28:09.114	*	*	76.15	55600	*	*
5601	2014-03-20 10:28:16.257	76.15	1600	*	*	*	*
5602	2014-03-20 10:28:16.257	76.15	800	*	*	*	*
5603	2014-03-20 10:28:16.257	76.15	800	*	*	*	*
5604	2014-03-20 10:28:16.257	*	*	76.15	52400	*	*
5605	2014-03-20 10:28:16.368	*	*	76.15	53600	*	*
5606	2014-03-20 10:28:16.430	*	*	*	*	76.2	85600
5607	2014-03-20 10:28:16.430	*	*	*	*	76.2	88800
5608	2014-03-20 10:28:20.509	76.2	400	*	*	*	*
5609	2014-03-20 10:28:20.509	*	*	*	*	76.2	88400
5610	2014-03-20 10:28:20.526	76.15	400	*	*	*	*
5611	2014-03-20 10:28:20.526	*	*	76.15	53200	*	*
5612	2014-03-20 10:28:20.620	*	*	76.15	53600	*	*
5613	2014-03-20 10:28:24.056	*	*	*	*	76.2	89600
5614	2014-03-20 10:28:24.996	*	*	*	*	76.2	80800
5615	2014-03-20 10:28:28.907	*	*	76.15	54400	*	*
5616	2014-03-20 10:28:31.497	*	*	76.15	55200	*	*
5617	2014-03-20 10:28:32.470	76.15	400	*	*	*	*
5618	2014-03-20 10:28:32.470	76.15	400	*	*	*	*
5619	2014-03-20 10:28:32.470	*	*	76.15	54400	*	*
5620	2014-03-20 10:28:34.250	76.2	800	*	*	*	*
5621	2014-03-20 10:28:34.250	*	*	*	*	76.2	80000
5622	2014-03-20 10:28:35.461	76.2	400	*	*	*	*
5623	2014-03-20 10:28:35.461	*	*	*	*	76.2	79600
5624	2014-03-20 10:28:38.521	*	*	76.15	54800	*	*
5625	2014-03-20 10:28:44.695	*	*	*	*	76.2	88400
5626	2014-03-20 10:28:47.578	*	*	*	*	76.2	92800
5627	2014-03-20 10:28:48.572	*	*	*	*	76.2	94800
5628	2014-03-20 10:28:48.876	76.2	400	*	*	*	*
5629	2014-03-20 10:28:48.876	*	*	*	*	76.2	94400
5630	2014-03-20 10:28:50.188	*	*	76.15	55200	*	*
5631	2014-03-20 10:28:52.550	*	*	76.15	57200	*	*
5632	2014-03-20 10:28:59.734	*	*	76.15	44400	*	*
5633	2014-03-20 10:28:59.736	*	*	*	*	76.2	93200
5634	2014-03-20 10:28:59.736	76.15	800	*	*	*	*
5635	2014-03-20 10:28:59.736	76.15	1200	*	*	*	*
5636	2014-03-20 10:28:59.736	76.15	400	*	*	*	*
5637	2014-03-20 10:28:59.736	76.15	400	*	*	*	*
5638	2014-03-20 10:28:59.736	76.15	1200	*	*	*	*
5639	2014-03-20 10:28:59.736	*	*	76.15	40400	*	*
5640	2014-03-20 10:28:59.757	76.15	400	*	*	*	*
5641	2014-03-20 10:28:59.757	*	*	76.15	40000	*	*
5642	2014-03-20 10:29:05.495	76.15	2400	*	*	*	*
5643	2014-03-20 10:29:05.495	*	*	76.15	37600	*	*
5644	2014-03-20 10:29:05.506	76.15	400	*	*	*	*
5645	2014-03-20 10:29:05.506	*	*	76.15	37200	*	*
5646	2014-03-20 10:29:05.568	*	*	*	*	76.2	93600
5647	2014-03-20 10:29:07.928	76.15	2000	*	*	*	*
5648	2014-03-20 10:29:07.928	*	*	76.15	35200	*	*
5649	2014-03-20 10:29:07.945	76.15	400	*	*	*	*
5650	2014-03-20 10:29:07.945	*	*	76.15	34800	*	*
5651	2014-03-20 10:29:09.342	76.2	400	*	*	*	*
5652	2014-03-20 10:29:09.342	*	*	*	*	76.2	93200
5653	2014-03-20 10:29:09.850	76.2	400	*	*	*	*
5654	2014-03-20 10:29:09.850	*	*	*	*	76.2	92800
5655	2014-03-20 10:29:11.582	*	*	76.15	33600	*	*
5656	2014-03-20 10:29:11.583	*	*	76.15	33200	*	*
5657	2014-03-20 10:29:11.634	*	*	76.15	46000	*	*
5658	2014-03-20 10:29:11.661	*	*	76.15	50800	*	*
5659	2014-03-20 10:29:13.719	76.2	400	*	*	*	*
5660	2014-03-20 10:29:13.719	*	*	*	*	76.2	92400
5661	2014-03-20 10:29:14.473	*	*	76.15	53200	*	*
5662	2014-03-20 10:29:14.727	76.15	5200	*	*	*	*
5663	2014-03-20 10:29:14.727	76.15	800	*	*	*	*
5664	2014-03-20 10:29:14.727	*	*	76.15	47200	*	*
5665	2014-03-20 10:29:14.746	76.15	400	*	*	*	*
5666	2014-03-20 10:29:14.746	*	*	76.15	46800	*	*
5667	2014-03-20 10:29:14.752	76.15	400	*	*	*	*
5668	2014-03-20 10:29:14.752	*	*	76.15	46400	*	*
5669	2014-03-20 10:29:14.838	*	*	76.15	49600	*	*
5670	2014-03-20 10:29:15.358	76.2	1600	*	*	*	*
5671	2014-03-20 10:29:15.358	*	*	*	*	76.2	90800
5672	2014-03-20 10:29:16.732	*	*	76.15	36800	*	*
5673	2014-03-20 10:29:16.914	*	*	76.15	32000	*	*
5674	2014-03-20 10:29:16.941	*	*	76.15	28800	*	*
5675	2014-03-20 10:29:18.748	76.15	2000	*	*	*	*
5676	2014-03-20 10:29:18.748	76.15	2800	*	*	*	*
5677	2014-03-20 10:29:18.748	76.15	2000	*	*	*	*
5678	2014-03-20 10:29:18.748	76.15	400	*	*	*	*
5679	2014-03-20 10:29:18.748	76.15	400	*	*	*	*
5680	2014-03-20 10:29:18.748	76.15	1200	*	*	*	*
5681	2014-03-20 10:29:18.748	76.15	400	*	*	*	*
5682	2014-03-20 10:29:18.748	76.15	800	*	*	*	*
5683	2014-03-20 10:29:18.748	*	*	76.15	18800	*	*
5684	2014-03-20 10:29:18.761	76.15	400	*	*	*	*
5685	2014-03-20 10:29:18.761	*	*	76.15	18400	*	*
5686	2014-03-20 10:29:18.769	76.15	400	*	*	*	*
5687	2014-03-20 10:29:18.769	*	*	76.15	18000	*	*
5688	2014-03-20 10:29:18.769	76.15	400	*	*	*	*
5689	2014-03-20 10:29:18.769	*	*	76.15	17600	*	*
5690	2014-03-20 10:29:18.861	*	*	76.15	18000	*	*
5691	2014-03-20 10:29:18.879	76.2	400	*	*	*	*
5692	2014-03-20 10:29:18.879	76.2	1600	*	*	*	*
5693	2014-03-20 10:29:18.879	*	*	*	*	76.2	88800
5694	2014-03-20 10:29:18.935	*	*	76.15	18800	*	*
5695	2014-03-20 10:29:19.672	*	*	76.15	19200	*	*
5696	2014-03-20 10:29:20.430	76.15	1600	*	*	*	*
5697	2014-03-20 10:29:20.430	*	*	76.15	17600	*	*
5698	2014-03-20 10:29:20.447	76.15	400	*	*	*	*
5699	2014-03-20 10:29:20.447	*	*	76.15	17200	*	*
5700	2014-03-20 10:29:23.432	76.15	400	*	*	*	*
5701	2014-03-20 10:29:23.432	*	*	76.15	16800	*	*
5702	2014-03-20 10:29:27.724	76.15	6800	*	*	*	*
5703	2014-03-20 10:29:27.724	*	*	76.15	10000	*	*
5704	2014-03-20 10:29:27.745	76.15	800	*	*	*	*
5705	2014-03-20 10:29:27.745	*	*	76.15	9200	*	*
5706	2014-03-20 10:29:27.911	*	*	76.15	10000	*	*
5707	2014-03-20 10:29:28.734	*	*	*	*	76.2	89200
5708	2014-03-20 10:29:30.437	76.15	800	*	*	*	*
5709	2014-03-20 10:29:30.437	76.15	800	*	*	*	*
5710	2014-03-20 10:29:30.437	*	*	76.15	8400	*	*
5711	2014-03-20 10:29:30.815	*	*	*	*	76.2	87200
5712	2014-03-20 10:29:30.816	*	*	*	*	76.2	85600
5713	2014-03-20 10:29:30.819	*	*	*	*	76.2	85200
5714	2014-03-20 10:29:30.926	76.15	800	*	*	*	*
5715	2014-03-20 10:29:30.926	76.15	400	*	*	*	*
5716	2014-03-20 10:29:30.926	76.15	400	*	*	*	*
5717	2014-03-20 10:29:30.926	*	*	76.15	6800	*	*
5718	2014-03-20 10:29:30.927	76.15	2000	*	*	*	*
5719	2014-03-20 10:29:30.927	*	*	76.15	4800	*	*
5720	2014-03-20 10:29:30.929	76.15	400	*	*	*	*
5721	2014-03-20 10:29:30.929	*	*	76.15	4400	*	*
5722	2014-03-20 10:29:30.934	*	*	76.15	5600	*	*
5723	2014-03-20 10:29:30.945	76.15	400	*	*	*	*
5724	2014-03-20 10:29:30.945	*	*	76.15	5200	*	*
5725	2014-03-20 10:29:31.049	*	*	76.15	5600	*	*
5726	2014-03-20 10:29:31.851	76.15	1600	*	*	*	*
5727	2014-03-20 10:29:31.851	76.15	400	*	*	*	*
5728	2014-03-20 10:29:31.851	76.15	800	*	*	*	*
5729	2014-03-20 10:29:31.851	76.15	400	*	*	*	*
5730	2014-03-20 10:29:31.851	76.15	800	*	*	*	*
5731	2014-03-20 10:29:31.851	76.15	1200	*	*	*	*
5732	2014-03-20 10:29:31.851	76.15	400	*	*	*	*
5733	2014-03-20 10:29:31.851	*	*	76.1	172400	*	*
5734	2014-03-20 10:29:31.852	*	*	*	*	76.15	8400
5735	2014-03-20 10:29:31.854	*	*	76.1	166800	*	*
5736	2014-03-20 10:29:31.883	76.15	1200	*	*	*	*
5737	2014-03-20 10:29:31.883	*	*	*	*	76.15	7200
5738	2014-03-20 10:29:31.892	*	*	*	*	76.15	30000
5739	2014-03-20 10:29:31.898	*	*	*	*	76.15	30800
5740	2014-03-20 10:29:31.919	*	*	*	*	76.15	34400
5741	2014-03-20 10:29:32.021	*	*	*	*	76.15	36000
5742	2014-03-20 10:29:32.096	*	*	76.1	167600	*	*
5743	2014-03-20 10:29:32.209	*	*	*	*	76.15	38800
5744	2014-03-20 10:29:32.247	76.1	400	*	*	*	*
5745	2014-03-20 10:29:32.247	76.1	400	*	*	*	*
5746	2014-03-20 10:29:32.247	*	*	76.1	166800	*	*
5747	2014-03-20 10:29:32.889	*	*	*	*	76.15	45600
5748	2014-03-20 10:29:32.891	*	*	*	*	76.15	67600
5749	2014-03-20 10:29:33.900	*	*	*	*	76.15	64800
5750	2014-03-20 10:29:33.918	*	*	*	*	76.15	70800
5751	2014-03-20 10:29:34.781	*	*	*	*	76.15	72800
5752	2014-03-20 10:29:36.594	*	*	76.1	167200	*	*
5753	2014-03-20 10:29:39.239	76.15	400	*	*	*	*
5754	2014-03-20 10:29:39.239	*	*	*	*	76.15	72400
5755	2014-03-20 10:29:43.116	76.15	400	*	*	*	*
5756	2014-03-20 10:29:43.116	*	*	*	*	76.15	72000
5757	2014-03-20 10:29:43.775	*	*	*	*	76.15	80800
5758	2014-03-20 10:29:44.082	*	*	*	*	76.15	81200
5759	2014-03-20 10:29:44.991	*	*	*	*	76.15	74800
5760	2014-03-20 10:29:45.429	76.1	400	*	*	*	*
5761	2014-03-20 10:29:45.429	*	*	76.1	166800	*	*
5762	2014-03-20 10:29:45.448	76.1	400	*	*	*	*
5763	2014-03-20 10:29:45.448	*	*	76.1	166400	*	*
5764	2014-03-20 10:29:48.398	76.15	4000	*	*	*	*
5765	2014-03-20 10:29:48.398	*	*	*	*	76.15	70800
5766	2014-03-20 10:29:48.412	76.1	400	*	*	*	*
5767	2014-03-20 10:29:48.412	*	*	76.1	166000	*	*
5768	2014-03-20 10:29:51.606	76.15	800	*	*	*	*
5769	2014-03-20 10:29:51.606	*	*	*	*	76.15	70000
5770	2014-03-20 10:29:51.723	*	*	76.1	166400	*	*
5771	2014-03-20 10:29:54.348	*	*	*	*	76.15	66400
5772	2014-03-20 10:29:54.368	*	*	*	*	76.15	66000
5773	2014-03-20 10:29:55.638	76.15	13200	*	*	*	*
5774	2014-03-20 10:29:55.638	*	*	*	*	76.15	52800
5775	2014-03-20 10:29:55.639	*	*	*	*	76.15	30800
5776	2014-03-20 10:29:55.649	76.1	800	*	*	*	*
5777	2014-03-20 10:29:55.649	76.1	800	*	*	*	*
5778	2014-03-20 10:29:55.649	*	*	76.1	164800	*	*
5779	2014-03-20 10:29:55.818	*	*	*	*	76.15	32800
5780	2014-03-20 10:29:55.839	*	*	76.1	165600	*	*
5781	2014-03-20 10:29:56.369	*	*	*	*	76.15	29200
5782	2014-03-20 10:29:57.624	76.15	400	*	*	*	*
5783	2014-03-20 10:29:57.624	*	*	*	*	76.15	28800
5784	2014-03-20 10:30:00.109	*	*	76.1	166000	*	*
5785	2014-03-20 10:30:01.370	76.15	800	*	*	*	*
5786	2014-03-20 10:30:01.370	*	*	*	*	76.15	28000
5787	2014-03-20 10:30:02.909	*	*	*	*	76.15	32800
5788	2014-03-20 10:30:05.343	*	*	76.1	166800	*	*
5789	2014-03-20 10:30:06.602	*	*	76.1	167200	*	*
5790	2014-03-20 10:30:06.938	*	*	76.1	167600	*	*
5791	2014-03-20 10:30:08.117	76.15	400	*	*	*	*
5792	2014-03-20 10:30:08.117	*	*	*	*	76.15	32400
5793	2014-03-20 10:30:08.497	*	*	76.1	168000	*	*
5794	2014-03-20 10:30:17.908	*	*	76.1	168800	*	*
5795	2014-03-20 10:30:18.001	*	*	76.1	169200	*	*
5796	2014-03-20 10:30:18.395	*	*	76.1	169600	*	*
5797	2014-03-20 10:30:19.379	76.15	2000	*	*	*	*
5798	2014-03-20 10:30:19.379	*	*	*	*	76.15	30400
5799	2014-03-20 10:30:19.400	76.1	400	*	*	*	*
5800	2014-03-20 10:30:19.400	*	*	76.1	169200	*	*
5801	2014-03-20 10:30:19.576	*	*	*	*	76.15	32800
5802	2014-03-20 10:30:22.202	*	*	*	*	76.15	33600
5803	2014-03-20 10:30:22.609	*	*	*	*	76.15	43600
5804	2014-03-20 10:30:22.611	*	*	*	*	76.15	65600
5805	2014-03-20 10:30:23.410	*	*	*	*	76.15	63600
5806	2014-03-20 10:30:23.427	*	*	*	*	76.15	69600
5807	2014-03-20 10:30:24.583	*	*	*	*	76.15	70400
5808	2014-03-20 10:30:24.993	76.15	1200	*	*	*	*
5809	2014-03-20 10:30:24.993	76.15	400	*	*	*	*
5810	2014-03-20 10:30:24.993	*	*	*	*	76.15	68800
5811	2014-03-20 10:30:25.394	*	*	76.1	156400	*	*
5812	2014-03-20 10:30:25.412	*	*	*	*	76.15	68400
5813	2014-03-20 10:30:25.418	*	*	*	*	76.15	62400
5814	2014-03-20 10:30:26.223	*	*	76.1	156000	*	*
5815	2014-03-20 10:30:26.332	76.15	1200	*	*	*	*
5816	2014-03-20 10:30:26.332	*	*	*	*	76.15	61200
5817	2014-03-20 10:30:32.944	*	*	*	*	76.15	63600
5818	2014-03-20 10:30:35.989	*	*	76.1	157200	*	*
5819	2014-03-20 10:30:38.127	*	*	76.1	158400	*	*
5820	2014-03-20 10:30:55.917	*	*	*	*	76.15	63200
5821	2014-03-20 10:30:55.917	76.1	400	*	*	*	*
5822	2014-03-20 10:30:55.917	*	*	76.1	158000	*	*
5823	2014-03-20 10:30:58.196	76.15	400	*	*	*	*
5824	2014-03-20 10:30:58.196	76.15	400	*	*	*	*
5825	2014-03-20 10:30:58.196	*	*	*	*	76.15	62400
5826	2014-03-20 10:30:58.208	*	*	*	*	76.15	69200
5827	2014-03-20 10:31:02.481	*	*	*	*	76.15	70800
5828	2014-03-20 10:31:06.122	*	*	*	*	76.15	72800
5829	2014-03-20 10:31:08.441	*	*	76.1	158400	*	*
5830	2014-03-20 10:31:12.131	*	*	76.1	170800	*	*
5831	2014-03-20 10:31:12.560	76.15	6000	*	*	*	*
5832	2014-03-20 10:31:12.560	*	*	*	*	76.15	66800
5833	2014-03-20 10:31:12.578	76.1	400	*	*	*	*
5834	2014-03-20 10:31:12.578	*	*	76.1	170400	*	*
5835	2014-03-20 10:31:12.585	*	*	*	*	76.15	66400
5836	2014-03-20 10:31:12.786	76.15	400	*	*	*	*
5837	2014-03-20 10:31:12.786	76.15	1200	*	*	*	*
5838	2014-03-20 10:31:12.786	*	*	*	*	76.15	64800
5839	2014-03-20 10:31:12.799	76.1	400	*	*	*	*
5840	2014-03-20 10:31:12.799	*	*	76.1	170000	*	*
5841	2014-03-20 10:31:12.836	*	*	*	*	76.15	66800
5842	2014-03-20 10:31:13.510	*	*	*	*	76.15	68800
5843	2014-03-20 10:31:13.890	*	*	*	*	76.15	100000
5844	2014-03-20 10:31:15.543	*	*	76.1	170400	*	*
5845	2014-03-20 10:31:21.263	*	*	76.1	174400	*	*
5846	2014-03-20 10:31:24.988	*	*	76.1	174800	*	*
5847	2014-03-20 10:31:25.581	76.1	400	*	*	*	*
5848	2014-03-20 10:31:25.581	*	*	76.1	174400	*	*
5849	2014-03-20 10:31:29.477	*	*	*	*	76.15	100800
5850	2014-03-20 10:31:36.605	76.15	400	*	*	*	*
5851	2014-03-20 10:31:36.605	*	*	*	*	76.15	100400
5852	2014-03-20 10:31:37.581	*	*	76.1	187200	*	*
5853	2014-03-20 10:31:45.516	*	*	76.1	174400	*	*
5854	2014-03-20 10:31:49.835	76.15	400	*	*	*	*
5855	2014-03-20 10:31:49.835	*	*	*	*	76.15	100000
5856	2014-03-20 10:31:51.497	*	*	*	*	76.15	104000
5857	2014-03-20 10:31:51.860	*	*	*	*	76.15	108400
5858	2014-03-20 10:31:52.484	*	*	*	*	76.15	110400
5859	2014-03-20 10:31:52.499	*	*	*	*	76.15	112800
5860	2014-03-20 10:31:58.522	76.15	800	*	*	*	*
5861	2014-03-20 10:31:58.522	*	*	*	*	76.15	112000
5862	2014-03-20 10:31:59.047	76.15	1200	*	*	*	*
5863	2014-03-20 10:31:59.047	*	*	*	*	76.15	110800
5864	2014-03-20 10:31:59.065	76.1	400	*	*	*	*
5865	2014-03-20 10:31:59.065	*	*	76.1	174000	*	*
5866	2014-03-20 10:32:00.017	*	*	*	*	76.15	114000
5867	2014-03-20 10:32:04.890	*	*	76.1	174400	*	*
5868	2014-03-20 10:32:15.419	76.1	400	*	*	*	*
5869	2014-03-20 10:32:15.419	*	*	76.1	174000	*	*
5870	2014-03-20 10:32:22.455	*	*	76.1	174400	*	*
5871	2014-03-20 10:32:25.665	*	*	76.1	187200	*	*
5872	2014-03-20 10:32:28.621	*	*	*	*	76.15	114400
5873	2014-03-20 10:32:30.071	76.15	400	*	*	*	*
5874	2014-03-20 10:32:30.071	*	*	*	*	76.15	114000
5875	2014-03-20 10:32:37.371	76.15	400	*	*	*	*
5876	2014-03-20 10:32:37.371	*	*	*	*	76.15	113600
5877	2014-03-20 10:32:40.061	*	*	76.1	187600	*	*
5878	2014-03-20 10:32:50.545	*	*	*	*	76.15	107600
5879	2014-03-20 10:32:50.560	*	*	*	*	76.15	107200
5880	2014-03-20 10:32:56.987	*	*	76.1	187200	*	*
5881	2014-03-20 10:32:56.987	76.15	400	*	*	*	*
5882	2014-03-20 10:32:56.987	*	*	*	*	76.15	106800
5883	2014-03-20 10:32:58.646	*	*	76.1	197200	*	*
5884	2014-03-20 10:33:02.223	76.15	400	*	*	*	*
5885	2014-03-20 10:33:02.223	*	*	*	*	76.15	106400
5886	2014-03-20 10:33:10.225	*	*	76.1	200800	*	*
5887	2014-03-20 10:33:11.139	76.15	400	*	*	*	*
5888	2014-03-20 10:33:11.139	*	*	*	*	76.15	106000
5889	2014-03-20 10:33:16.218	76.15	800	*	*	*	*
5890	2014-03-20 10:33:16.218	*	*	*	*	76.15	105200
5891	2014-03-20 10:33:19.779	*	*	*	*	76.15	109200
5892	2014-03-20 10:33:19.797	*	*	*	*	76.15	118000
5893	2014-03-20 10:33:20.419	*	*	*	*	76.15	120400
5894	2014-03-20 10:33:20.420	*	*	*	*	76.15	122400
5895	2014-03-20 10:33:20.787	*	*	*	*	76.15	124400
5896	2014-03-20 10:33:20.790	*	*	*	*	76.15	126400
5897	2014-03-20 10:33:24.276	*	*	*	*	76.15	117600
5898	2014-03-20 10:33:24.486	*	*	76.1	201200	*	*
5899	2014-03-20 10:33:31.721	76.15	400	*	*	*	*
5900	2014-03-20 10:33:31.721	*	*	*	*	76.15	117200
5901	2014-03-20 10:33:31.735	76.1	400	*	*	*	*
5902	2014-03-20 10:33:31.735	*	*	76.1	200800	*	*
5903	2014-03-20 10:33:39.385	*	*	76.1	204400	*	*
5904	2014-03-20 10:33:42.790	*	*	76.1	205200	*	*
5905	2014-03-20 10:33:48.060	76.15	800	*	*	*	*
5906	2014-03-20 10:33:48.060	*	*	*	*	76.15	116400
5907	2014-03-20 10:33:48.104	76.15	400	*	*	*	*
5908	2014-03-20 10:33:48.104	*	*	*	*	76.15	116000
5909	2014-03-20 10:33:52.528	76.15	800	*	*	*	*
5910	2014-03-20 10:33:52.528	*	*	*	*	76.15	115200
5911	2014-03-20 10:33:54.005	76.15	400	*	*	*	*
5912	2014-03-20 10:33:54.005	*	*	*	*	76.15	114800
5913	2014-03-20 10:33:59.408	*	*	76.1	207200	*	*
5914	2014-03-20 10:34:00.896	*	*	*	*	76.15	116800
5915	2014-03-20 10:34:03.779	*	*	76.1	207600	*	*
5916	2014-03-20 10:34:04.681	*	*	*	*	76.15	125600
5917	2014-03-20 10:34:11.805	76.15	400	*	*	*	*
5918	2014-03-20 10:34:11.805	*	*	*	*	76.15	125200
5919	2014-03-20 10:34:13.113	*	*	76.1	220000	*	*
5920	2014-03-20 10:34:15.587	76.15	400	*	*	*	*
5921	2014-03-20 10:34:15.587	*	*	*	*	76.15	124800
5922	2014-03-20 10:34:17.826	*	*	76.1	207200	*	*
5923	2014-03-20 10:34:19.088	76.15	1200	*	*	*	*
5924	2014-03-20 10:34:19.088	76.15	800	*	*	*	*
5925	2014-03-20 10:34:19.088	*	*	*	*	76.15	122800
5926	2014-03-20 10:34:19.107	76.1	400	*	*	*	*
5927	2014-03-20 10:34:19.107	*	*	76.1	206800	*	*
5928	2014-03-20 10:34:19.141	*	*	*	*	76.15	124800
5929	2014-03-20 10:34:19.220	*	*	76.1	207600	*	*
5930	2014-03-20 10:34:23.478	*	*	*	*	76.15	145600
5931	2014-03-20 10:34:29.367	*	*	76.1	208000	*	*
5932	2014-03-20 10:34:29.863	*	*	*	*	76.15	146000
5933	2014-03-20 10:34:31.113	*	*	76.1	208800	*	*
5934	2014-03-20 10:34:32.180	76.15	1600	*	*	*	*
5935	2014-03-20 10:34:32.180	*	*	*	*	76.15	144400
5936	2014-03-20 10:34:37.255	*	*	76.1	221600	*	*
5937	2014-03-20 10:34:37.879	*	*	76.1	222000	*	*
5938	2014-03-20 10:34:39.199	*	*	*	*	76.15	146800
5939	2014-03-20 10:34:43.083	76.15	400	*	*	*	*
5940	2014-03-20 10:34:43.083	*	*	*	*	76.15	146400
5941	2014-03-20 10:34:43.099	76.1	400	*	*	*	*
5942	2014-03-20 10:34:43.099	*	*	76.1	221600	*	*
5943	2014-03-20 10:34:43.978	76.15	400	*	*	*	*
5944	2014-03-20 10:34:43.978	76.15	400	*	*	*	*
5945	2014-03-20 10:34:43.978	*	*	*	*	76.15	145600
5946	2014-03-20 10:34:48.402	*	*	76.1	222400	*	*
5947	2014-03-20 10:34:53.629	*	*	*	*	76.15	147600
5948	2014-03-20 10:35:00.439	76.1	400	*	*	*	*
5949	2014-03-20 10:35:00.439	*	*	76.1	222000	*	*
5950	2014-03-20 10:35:01.820	*	*	76.1	222400	*	*
5951	2014-03-20 10:35:04.061	76.15	800	*	*	*	*
5952	2014-03-20 10:35:04.061	*	*	*	*	76.15	146800
5953	2014-03-20 10:35:05.627	*	*	*	*	76.15	152800
5954	2014-03-20 10:35:06.061	*	*	*	*	76.15	178000
5955	2014-03-20 10:35:06.079	*	*	*	*	76.15	174000
5956	2014-03-20 10:35:06.096	*	*	*	*	76.15	186000
5957	2014-03-20 10:35:06.148	76.15	400	*	*	*	*
5958	2014-03-20 10:35:06.148	*	*	*	*	76.15	185600
5959	2014-03-20 10:35:06.372	*	*	*	*	76.15	191600
5960	2014-03-20 10:35:06.583	*	*	*	*	76.15	247600
5961	2014-03-20 10:35:06.886	*	*	*	*	76.15	241600
5962	2014-03-20 10:35:06.886	76.1	800	*	*	*	*
5963	2014-03-20 10:35:06.886	76.1	800	*	*	*	*
5964	2014-03-20 10:35:06.886	76.1	1200	*	*	*	*
5965	2014-03-20 10:35:06.886	76.1	3200	*	*	*	*
5966	2014-03-20 10:35:06.886	*	*	76.1	216400	*	*
5967	2014-03-20 10:35:06.886	*	*	*	*	76.15	235600
5968	2014-03-20 10:35:06.886	76.1	6000	*	*	*	*
5969	2014-03-20 10:35:06.886	*	*	76.1	210400	*	*
5970	2014-03-20 10:35:06.887	*	*	*	*	76.15	179600
5971	2014-03-20 10:35:06.887	76.1	36000	*	*	*	*
5972	2014-03-20 10:35:06.887	76.1	20000	*	*	*	*
