Seq_No	Time	Transaction_Price	Volume	Bid_Price	Bid_Size	Ask_Price	Ask_Size
17503	2014-03-20 14:41:21.095	*	*	*	*	75.9	17600
17504	2014-03-20 14:41:23.957	*	*	75.85	182000	*	*
17505	2014-03-20 14:41:24.573	75.9	400	*	*	*	*
17506	2014-03-20 14:41:24.573	*	*	*	*	75.9	17200
17507	2014-03-20 14:41:24.678	75.9	1200	*	*	*	*
17508	2014-03-20 14:41:24.678	75.9	800	*	*	*	*
17509	2014-03-20 14:41:24.678	*	*	*	*	75.9	15200
17510	2014-03-20 14:41:24.690	75.85	400	*	*	*	*
17511	2014-03-20 14:41:24.690	*	*	75.85	181600	*	*
17512	2014-03-20 14:41:26.170	75.9	1600	*	*	*	*
17513	2014-03-20 14:41:26.170	75.9	3200	*	*	*	*
17514	2014-03-20 14:41:26.170	75.9	400	*	*	*	*
17515	2014-03-20 14:41:26.170	75.9	2800	*	*	*	*
17516	2014-03-20 14:41:26.170	*	*	*	*	75.9	7200
17517	2014-03-20 14:41:26.184	75.85	400	*	*	*	*
17518	2014-03-20 14:41:26.184	*	*	75.85	181200	*	*
17519	2014-03-20 14:41:26.191	75.85	400	*	*	*	*
17520	2014-03-20 14:41:26.191	*	*	75.85	180800	*	*
17521	2014-03-20 14:41:26.796	*	*	75.85	181200	*	*
17522	2014-03-20 14:41:31.574	75.9	1200	*	*	*	*
17523	2014-03-20 14:41:31.574	*	*	*	*	75.9	6000
17524	2014-03-20 14:41:32.511	75.9	1200	*	*	*	*
17525	2014-03-20 14:41:32.511	*	*	*	*	75.9	4800
17526	2014-03-20 14:41:32.537	*	*	*	*	75.9	5200
17527	2014-03-20 14:41:33.228	75.9	3200	*	*	*	*
17528	2014-03-20 14:41:33.228	75.9	400	*	*	*	*
17529	2014-03-20 14:41:33.228	75.9	400	*	*	*	*
17530	2014-03-20 14:41:33.228	75.9	400	*	*	*	*
17531	2014-03-20 14:41:33.228	75.9	400	*	*	*	*
17532	2014-03-20 14:41:33.228	75.9	400	*	*	*	*
17533	2014-03-20 14:41:33.228	*	*	75.9	4800	75.95	169200
17534	2014-03-20 14:41:33.255	*	*	*	*	75.95	160000
17535	2014-03-20 14:41:33.261	*	*	*	*	75.95	153600
17536	2014-03-20 14:41:35.246	*	*	75.9	5200	*	*
17537	2014-03-20 14:41:37.887	*	*	75.9	5600	*	*
17538	2014-03-20 14:41:39.964	*	*	75.9	10000	*	*
17539	2014-03-20 14:41:42.996	*	*	*	*	75.95	153200
17540	2014-03-20 14:41:42.996	75.9	400	*	*	*	*
17541	2014-03-20 14:41:42.996	*	*	75.9	9600	*	*
17542	2014-03-20 14:41:43.831	75.9	400	*	*	*	*
17543	2014-03-20 14:41:43.831	*	*	75.9	9200	*	*
17544	2014-03-20 14:41:44.076	*	*	75.9	11200	*	*
17545	2014-03-20 14:41:44.696	*	*	75.9	12400	*	*
17546	2014-03-20 14:41:48.711	75.9	1600	*	*	*	*
17547	2014-03-20 14:41:48.711	*	*	75.9	10800	*	*
17548	2014-03-20 14:41:56.626	*	*	*	*	75.95	154800
17549	2014-03-20 14:41:56.647	*	*	*	*	75.95	155200
17550	2014-03-20 14:41:58.283	*	*	75.9	13200	*	*
17551	2014-03-20 14:42:00.656	*	*	75.9	13600	*	*
17552	2014-03-20 14:42:04.918	75.3	21	*	*	*	*
17553	2014-03-20 14:42:08.583	75.9	1200	*	*	*	*
17554	2014-03-20 14:42:08.583	*	*	75.9	12400	*	*
17555	2014-03-20 14:42:12.103	75.9	1200	*	*	*	*
17556	2014-03-20 14:42:12.103	75.9	400	*	*	*	*
17557	2014-03-20 14:42:12.103	75.9	400	*	*	*	*
17558	2014-03-20 14:42:12.103	75.9	4400	*	*	*	*
17559	2014-03-20 14:42:12.103	75.9	2000	*	*	*	*
17560	2014-03-20 14:42:12.103	75.9	1200	*	*	*	*
17561	2014-03-20 14:42:12.103	75.9	400	*	*	*	*
17562	2014-03-20 14:42:12.103	*	*	75.9	2400	*	*
17563	2014-03-20 14:42:12.119	75.9	400	*	*	*	*
17564	2014-03-20 14:42:12.119	*	*	75.9	2000	*	*
17565	2014-03-20 14:42:12.779	75.9	400	*	*	*	*
17566	2014-03-20 14:42:12.779	*	*	75.9	1600	*	*
17567	2014-03-20 14:42:13.083	75.9	400	*	*	*	*
17568	2014-03-20 14:42:13.083	*	*	75.9	1200	*	*
17569	2014-03-20 14:42:13.113	75.9	800	*	*	*	*
17570	2014-03-20 14:42:13.113	75.9	400	*	*	*	*
17571	2014-03-20 14:42:13.113	*	*	75.85	177600	75.9	400
17572	2014-03-20 14:42:13.134	*	*	*	*	75.9	800
17573	2014-03-20 14:42:13.161	*	*	75.85	184800	*	*
17574	2014-03-20 14:42:13.181	*	*	*	*	75.9	400
17575	2014-03-20 14:42:13.285	*	*	*	*	75.9	2000
17576	2014-03-20 14:42:13.923	*	*	75.85	177600	*	*
17577	2014-03-20 14:42:15.971	*	*	*	*	75.9	4800
17578	2014-03-20 14:42:16.720	75.85	400	*	*	*	*
17579	2014-03-20 14:42:16.720	*	*	75.85	177200	*	*
17580	2014-03-20 14:42:16.918	*	*	75.85	177600	*	*
17581	2014-03-20 14:42:16.923	*	*	75.85	178800	*	*
17582	2014-03-20 14:42:17.153	*	*	*	*	75.9	5200
17583	2014-03-20 14:42:21.003	*	*	75.85	183600	*	*
17584	2014-03-20 14:42:27.562	*	*	*	*	75.9	5600
17585	2014-03-20 14:42:32.228	75.9	400	*	*	*	*
17586	2014-03-20 14:42:32.228	75.9	1600	*	*	*	*
17587	2014-03-20 14:42:32.228	*	*	*	*	75.9	3600
17588	2014-03-20 14:42:32.250	75.85	400	*	*	*	*
17589	2014-03-20 14:42:32.250	*	*	75.85	183200	*	*
17590	2014-03-20 14:42:32.256	*	*	*	*	75.9	3200
17591	2014-03-20 14:42:38.654	75.9	2800	*	*	*	*
17592	2014-03-20 14:42:38.654	75.9	400	*	*	*	*
17593	2014-03-20 14:42:38.654	*	*	75.9	5600	75.95	167200
17594	2014-03-20 14:42:38.666	75.9	400	*	*	*	*
17595	2014-03-20 14:42:38.666	*	*	75.9	5200	*	*
17596	2014-03-20 14:42:38.702	*	*	*	*	75.95	170800
17597	2014-03-20 14:42:40.685	*	*	75.9	5600	*	*
17598	2014-03-20 14:42:45.795	75.9	400	*	*	*	*
17599	2014-03-20 14:42:45.795	*	*	75.9	5200	*	*
17600	2014-03-20 14:42:45.801	*	*	*	*	75.95	170000
17601	2014-03-20 14:42:45.801	75.9	800	*	*	*	*
17602	2014-03-20 14:42:45.801	*	*	75.9	4400	*	*
17603	2014-03-20 14:42:45.803	75.9	400	*	*	*	*
17604	2014-03-20 14:42:45.803	*	*	75.9	4000	*	*
17605	2014-03-20 14:42:45.805	*	*	*	*	75.95	169600
17606	2014-03-20 14:42:45.805	75.9	400	*	*	*	*
17607	2014-03-20 14:42:45.805	*	*	75.9	3600	*	*
17608	2014-03-20 14:42:45.811	75.9	400	*	*	*	*
17609	2014-03-20 14:42:45.811	*	*	75.9	3200	*	*
17610	2014-03-20 14:42:46.133	75.9	2800	*	*	*	*
17611	2014-03-20 14:42:46.133	*	*	75.9	400	*	*
17612	2014-03-20 14:42:46.149	75.9	400	*	*	*	*
17613	2014-03-20 14:42:46.149	*	*	75.85	182800	*	*
17614	2014-03-20 14:42:49.953	*	*	*	*	75.95	170400
17615	2014-03-20 14:42:52.335	75.85	400	*	*	*	*
17616	2014-03-20 14:42:52.335	*	*	75.85	182400	*	*
17617	2014-03-20 14:42:54.546	*	*	*	*	75.9	10000
17618	2014-03-20 14:42:54.562	*	*	*	*	75.9	10800
17619	2014-03-20 14:43:02.036	*	*	*	*	75.9	11200
17620	2014-03-20 14:43:03.557	*	*	*	*	75.9	22000
17621	2014-03-20 14:43:03.927	75.9	800	*	*	*	*
17622	2014-03-20 14:43:03.927	*	*	*	*	75.9	21200
17623	2014-03-20 14:43:04.055	*	*	*	*	75.9	22400
17624	2014-03-20 14:43:05.290	75.9	800	*	*	*	*
17625	2014-03-20 14:43:05.290	*	*	*	*	75.9	21600
17626	2014-03-20 14:43:05.305	75.85	400	*	*	*	*
17627	2014-03-20 14:43:05.305	*	*	75.85	182000	*	*
17628	2014-03-20 14:43:05.308	*	*	*	*	75.9	22000
17629	2014-03-20 14:43:07.520	75.9	1200	*	*	*	*
17630	2014-03-20 14:43:07.520	*	*	*	*	75.9	20800
17631	2014-03-20 14:43:08.805	*	*	75.85	183600	*	*
17632	2014-03-20 14:43:11.416	*	*	*	*	75.9	21200
17633	2014-03-20 14:43:12.520	75.9	7200	*	*	*	*
17634	2014-03-20 14:43:12.520	75.9	800	*	*	*	*
17635	2014-03-20 14:43:12.520	75.9	400	*	*	*	*
17636	2014-03-20 14:43:12.520	75.9	10800	*	*	*	*
17637	2014-03-20 14:43:12.520	75.9	1200	*	*	*	*
17638	2014-03-20 14:43:12.520	75.9	400	*	*	*	*
17639	2014-03-20 14:43:12.520	75.9	400	*	*	*	*
17640	2014-03-20 14:43:12.520	*	*	75.9	38800	75.95	115200
17641	2014-03-20 14:43:12.818	75.9	18400	*	*	*	*
17642	2014-03-20 14:43:12.818	*	*	75.9	20400	*	*
17643	2014-03-20 14:43:12.830	75.9	1600	*	*	*	*
17644	2014-03-20 14:43:12.830	*	*	75.9	18800	*	*
17645	2014-03-20 14:43:15.913	75.9	18800	*	*	*	*
17646	2014-03-20 14:43:15.913	*	*	75.85	183200	*	*
17647	2014-03-20 14:43:16.195	*	*	75.9	400	*	*
17648	2014-03-20 14:43:16.217	*	*	*	*	75.95	137200
17649	2014-03-20 14:43:17.946	*	*	*	*	75.95	139200
17650	2014-03-20 14:43:17.972	75.9	400	*	*	*	*
17651	2014-03-20 14:43:17.972	*	*	75.85	183200	*	*
17652	2014-03-20 14:43:18.018	*	*	*	*	75.95	142000
17653	2014-03-20 14:43:18.935	*	*	*	*	75.95	144000
17654	2014-03-20 14:43:19.205	*	*	75.85	184400	*	*
17655	2014-03-20 14:43:19.934	*	*	*	*	75.95	146400
17656	2014-03-20 14:43:19.935	*	*	*	*	75.95	148400
17657	2014-03-20 14:43:19.950	*	*	*	*	75.95	152800
17658	2014-03-20 14:43:19.951	*	*	*	*	75.95	156800
17659	2014-03-20 14:43:19.952	*	*	*	*	75.95	158800
17660	2014-03-20 14:43:19.961	*	*	*	*	75.95	160800
17661	2014-03-20 14:43:19.970	*	*	*	*	75.95	162800
17662	2014-03-20 14:43:19.971	*	*	*	*	75.95	164800
17663	2014-03-20 14:43:19.971	*	*	*	*	75.95	166800
17664	2014-03-20 14:43:20.558	*	*	*	*	75.9	14800
17665	2014-03-20 14:43:20.561	*	*	*	*	75.9	29600
17666	2014-03-20 14:43:20.563	*	*	*	*	75.9	51600
17667	2014-03-20 14:43:20.572	*	*	*	*	75.9	53200
17668	2014-03-20 14:43:20.579	*	*	*	*	75.9	54800
17669	2014-03-20 14:43:20.627	*	*	*	*	75.9	55200
17670	2014-03-20 14:43:20.717	75.85	2400	*	*	*	*
17671	2014-03-20 14:43:20.717	*	*	75.85	182000	*	*
17672	2014-03-20 14:43:20.942	*	*	*	*	75.9	90400
17673	2014-03-20 14:43:21.048	*	*	*	*	75.9	93200
17674	2014-03-20 14:43:21.295	*	*	75.85	185600	*	*
17675	2014-03-20 14:43:22.402	*	*	*	*	75.9	114000
17676	2014-03-20 14:43:22.413	*	*	*	*	75.9	134800
17677	2014-03-20 14:43:22.586	*	*	*	*	75.9	133200
17678	2014-03-20 14:43:22.604	*	*	*	*	75.9	146000
17679	2014-03-20 14:43:23.091	*	*	*	*	75.9	166800
17680	2014-03-20 14:43:23.121	*	*	*	*	75.9	187600
17681	2014-03-20 14:43:23.161	*	*	*	*	75.9	208400
17682	2014-03-20 14:43:23.165	*	*	*	*	75.9	229200
17683	2014-03-20 14:43:23.167	*	*	*	*	75.9	250000
17684	2014-03-20 14:43:23.169	*	*	*	*	75.9	263200
17685	2014-03-20 14:43:24.594	*	*	*	*	75.9	250400
17686	2014-03-20 14:43:24.653	*	*	*	*	75.9	276400
17687	2014-03-20 14:43:28.300	*	*	*	*	75.9	278400
17688	2014-03-20 14:43:31.701	*	*	*	*	75.9	295600
17689	2014-03-20 14:43:33.400	*	*	*	*	75.9	296000
17690	2014-03-20 14:43:33.794	*	*	75.85	197200	*	*
17691	2014-03-20 14:43:34.611	75.35	100	*	*	*	*
17692	2014-03-20 14:43:36.144	*	*	75.85	198000	*	*
17693	2014-03-20 14:43:41.709	75.9	400	*	*	*	*
17694	2014-03-20 14:43:41.709	*	*	*	*	75.9	295600
17695	2014-03-20 14:43:42.948	*	*	*	*	75.9	273600
17696	2014-03-20 14:43:43.734	*	*	*	*	75.9	273200
17697	2014-03-20 14:43:44.493	75.9	2400	*	*	*	*
17698	2014-03-20 14:43:44.493	*	*	*	*	75.9	270800
17699	2014-03-20 14:43:45.735	*	*	*	*	75.9	270400
17700	2014-03-20 14:43:46.065	*	*	*	*	75.9	273600
17701	2014-03-20 14:43:47.185	*	*	75.85	202000	*	*
17702	2014-03-20 14:43:47.986	*	*	75.85	202400	*	*
17703	2014-03-20 14:43:51.347	75.9	800	*	*	*	*
17704	2014-03-20 14:43:51.347	*	*	*	*	75.9	272800
17705	2014-03-20 14:43:51.362	75.85	400	*	*	*	*
17706	2014-03-20 14:43:51.362	*	*	75.85	202000	*	*
17707	2014-03-20 14:43:52.099	*	*	75.85	216800	*	*
17708	2014-03-20 14:43:53.174	*	*	*	*	75.9	258000
17709	2014-03-20 14:43:53.369	*	*	*	*	75.9	256800
17710	2014-03-20 14:43:54.507	*	*	*	*	75.9	254800
17711	2014-03-20 14:43:54.753	75.9	1600	*	*	*	*
17712	2014-03-20 14:43:54.753	*	*	*	*	75.9	253200
17713	2014-03-20 14:43:55.377	*	*	*	*	75.9	252800
17714	2014-03-20 14:44:08.547	*	*	75.85	255200	*	*
17715	2014-03-20 14:44:16.100	*	*	*	*	75.9	256000
17716	2014-03-20 14:44:26.573	*	*	75.85	260000	*	*
17717	2014-03-20 14:44:28.541	*	*	75.85	262800	*	*
17718	2014-03-20 14:44:32.324	75.9	3200	*	*	*	*
17719	2014-03-20 14:44:32.324	*	*	*	*	75.9	252800
17720	2014-03-20 14:44:32.344	75.85	400	*	*	*	*
17721	2014-03-20 14:44:32.344	*	*	75.85	262400	*	*
17722	2014-03-20 14:44:43.816	*	*	*	*	75.9	267600
17723	2014-03-20 14:44:43.935	75.9	400	*	*	*	*
17724	2014-03-20 14:44:43.935	*	*	*	*	75.9	267200
17725	2014-03-20 14:44:46.361	*	*	*	*	75.9	273200
17726	2014-03-20 14:44:49.975	*	*	*	*	75.9	258400
17727	2014-03-20 14:44:53.037	*	*	75.85	262800	*	*
17728	2014-03-20 14:45:00.999	75.9	6000	*	*	*	*
17729	2014-03-20 14:45:00.999	75.9	1600	*	*	*	*
17730	2014-03-20 14:45:00.999	75.9	400	*	*	*	*
17731	2014-03-20 14:45:00.999	*	*	*	*	75.9	250400
17732	2014-03-20 14:45:01.011	75.85	800	*	*	*	*
17733	2014-03-20 14:45:01.011	*	*	75.85	262000	*	*
17734	2014-03-20 14:45:01.017	*	*	*	*	75.9	250000
17735	2014-03-20 14:45:01.030	75.85	400	*	*	*	*
17736	2014-03-20 14:45:01.030	*	*	75.85	261600	*	*
17737	2014-03-20 14:45:01.370	*	*	75.85	262000	*	*
17738	2014-03-20 14:45:01.716	75.9	400	*	*	*	*
17739	2014-03-20 14:45:01.716	*	*	*	*	75.9	249600
17740	2014-03-20 14:45:03.024	*	*	*	*	75.9	226400
17741	2014-03-20 14:45:16.181	*	*	*	*	75.9	228800
17742	2014-03-20 14:45:21.042	*	*	*	*	75.9	229200
17743	2014-03-20 14:45:27.148	75.9	800	*	*	*	*
17744	2014-03-20 14:45:27.148	*	*	*	*	75.9	228400
17745	2014-03-20 14:45:31.817	*	*	*	*	75.9	229200
17746	2014-03-20 14:45:33.036	*	*	75.85	262400	*	*
17747	2014-03-20 14:45:38.017	75.9	400	*	*	*	*
17748	2014-03-20 14:45:38.017	*	*	*	*	75.9	228800
17749	2014-03-20 14:45:41.132	*	*	*	*	75.9	230000
17750	2014-03-20 14:45:45.524	75.9	400	*	*	*	*
17751	2014-03-20 14:45:45.524	*	*	*	*	75.9	229600
17752	2014-03-20 14:45:46.579	75.9	1200	*	*	*	*
17753	2014-03-20 14:45:46.579	*	*	*	*	75.9	228400
17754	2014-03-20 14:45:51.823	75.9	400	*	*	*	*
17755	2014-03-20 14:45:51.823	*	*	*	*	75.9	228000
17756	2014-03-20 14:45:59.225	*	*	75.85	262800	*	*
17757	2014-03-20 14:46:00.983	*	*	*	*	75.9	228800
17758	2014-03-20 14:46:07.527	75.9	800	*	*	*	*
17759	2014-03-20 14:46:07.527	*	*	*	*	75.9	228000
17760	2014-03-20 14:46:11.088	75.9	400	*	*	*	*
17761	2014-03-20 14:46:11.088	*	*	*	*	75.9	227600
17762	2014-03-20 14:46:13.235	*	*	*	*	75.9	229600
17763	2014-03-20 14:46:13.639	75.9	800	*	*	*	*
17764	2014-03-20 14:46:13.639	*	*	*	*	75.9	228800
17765	2014-03-20 14:46:14.244	*	*	75.85	264000	*	*
17766	2014-03-20 14:46:17.695	75.9	400	*	*	*	*
17767	2014-03-20 14:46:17.695	*	*	*	*	75.9	228400
17768	2014-03-20 14:46:18.562	*	*	75.85	259200	*	*
17769	2014-03-20 14:46:18.562	75.9	4800	*	*	*	*
17770	2014-03-20 14:46:18.562	*	*	*	*	75.9	223600
17771	2014-03-20 14:46:25.180	*	*	*	*	75.9	224400
17772	2014-03-20 14:46:27.683	*	*	*	*	75.9	239200
17773	2014-03-20 14:46:28.406	75.9	800	*	*	*	*
17774	2014-03-20 14:46:28.406	*	*	*	*	75.9	238400
17775	2014-03-20 14:46:32.217	*	*	*	*	75.9	238800
17776	2014-03-20 14:46:32.332	*	*	*	*	75.9	224000
17777	2014-03-20 14:46:33.852	*	*	75.85	271200	*	*
17778	2014-03-20 14:46:39.444	*	*	75.85	269600	*	*
17779	2014-03-20 14:46:39.444	75.9	1600	*	*	*	*
17780	2014-03-20 14:46:39.444	*	*	*	*	75.9	222400
17781	2014-03-20 14:46:42.948	*	*	75.85	271600	*	*
17782	2014-03-20 14:46:47.629	*	*	*	*	75.9	224000
17783	2014-03-20 14:46:53.948	75.9	800	*	*	*	*
17784	2014-03-20 14:46:53.948	*	*	*	*	75.9	223200
17785	2014-03-20 14:46:58.090	75.9	1600	*	*	*	*
17786	2014-03-20 14:46:58.090	*	*	*	*	75.9	221600
17787	2014-03-20 14:47:01.432	*	*	75.85	276800	*	*
17788	2014-03-20 14:47:04.797	*	*	*	*	75.9	222000
17789	2014-03-20 14:47:05.353	75.9	800	*	*	*	*
17790	2014-03-20 14:47:05.353	*	*	*	*	75.9	221200
17791	2014-03-20 14:47:08.273	75.9	1600	*	*	*	*
17792	2014-03-20 14:47:08.273	*	*	*	*	75.9	219600
17793	2014-03-20 14:47:08.840	*	*	*	*	75.9	244000
17794	2014-03-20 14:47:13.738	*	*	75.85	278800	*	*
17795	2014-03-20 14:47:19.063	*	*	75.85	279200	*	*
17796	2014-03-20 14:47:21.602	*	*	75.85	282400	*	*
17797	2014-03-20 14:47:25.036	*	*	*	*	75.9	246000
17798	2014-03-20 14:47:26.071	75.9	400	*	*	*	*
17799	2014-03-20 14:47:26.071	*	*	*	*	75.9	245600
17800	2014-03-20 14:47:27.965	*	*	75.85	284400	*	*
17801	2014-03-20 14:47:29.144	75.9	400	*	*	*	*
17802	2014-03-20 14:47:29.144	*	*	*	*	75.9	245200
17803	2014-03-20 14:47:32.181	75.9	800	*	*	*	*
17804	2014-03-20 14:47:32.181	*	*	*	*	75.9	244400
17805	2014-03-20 14:47:36.055	*	*	75.85	300400	*	*
17806	2014-03-20 14:47:45.486	*	*	75.85	300800	*	*
17807	2014-03-20 14:47:58.448	75.9	400	*	*	*	*
17808	2014-03-20 14:47:58.448	*	*	*	*	75.9	244000
17809	2014-03-20 14:47:59.526	75.9	800	*	*	*	*
17810	2014-03-20 14:47:59.526	*	*	*	*	75.9	243200
17811	2014-03-20 14:47:59.539	75.85	400	*	*	*	*
17812	2014-03-20 14:47:59.539	*	*	75.85	300400	*	*
17813	2014-03-20 14:48:00.470	*	*	*	*	75.9	242800
17814	2014-03-20 14:48:01.335	*	*	75.85	301200	*	*
17815	2014-03-20 14:48:07.654	*	*	75.85	321200	*	*
17816	2014-03-20 14:48:09.213	75.9	12800	*	*	*	*
17817	2014-03-20 14:48:09.213	*	*	*	*	75.9	230000
17818	2014-03-20 14:48:09.233	75.85	1200	*	*	*	*
17819	2014-03-20 14:48:09.233	*	*	75.85	320000	*	*
17820	2014-03-20 14:48:09.240	*	*	*	*	75.9	228800
17821	2014-03-20 14:48:13.736	*	*	*	*	75.9	229200
17822	2014-03-20 14:48:14.234	*	*	75.85	320400	*	*
17823	2014-03-20 14:48:17.177	75.9	800	*	*	*	*
17824	2014-03-20 14:48:17.177	*	*	*	*	75.9	228400
17825	2014-03-20 14:48:23.142	*	*	*	*	75.9	234400
17826	2014-03-20 14:48:24.308	*	*	75.85	326400	*	*
17827	2014-03-20 14:48:27.640	*	*	*	*	75.9	249200
17828	2014-03-20 14:48:30.544	*	*	*	*	75.9	234400
17829	2014-03-20 14:48:34.686	*	*	75.85	314400	*	*
17830	2014-03-20 14:48:34.686	75.9	800	*	*	*	*
17831	2014-03-20 14:48:34.686	75.9	2800	*	*	*	*
17832	2014-03-20 14:48:34.686	75.9	8400	*	*	*	*
17833	2014-03-20 14:48:34.686	*	*	*	*	75.9	222400
17834	2014-03-20 14:48:34.698	75.85	400	*	*	*	*
17835	2014-03-20 14:48:34.698	*	*	75.85	314000	*	*
17836	2014-03-20 14:48:34.706	75.85	800	*	*	*	*
17837	2014-03-20 14:48:34.706	75.85	400	*	*	*	*
17838	2014-03-20 14:48:34.706	*	*	75.85	312800	*	*
17839	2014-03-20 14:48:34.714	*	*	*	*	75.9	221600
17840	2014-03-20 14:48:45.825	*	*	*	*	75.9	222000
17841	2014-03-20 14:48:47.204	75.9	400	*	*	*	*
17842	2014-03-20 14:48:47.204	*	*	*	*	75.9	221600
17843	2014-03-20 14:48:47.636	*	*	*	*	75.9	222400
17844	2014-03-20 14:48:49.581	*	*	75.85	313600	*	*
17845	2014-03-20 14:48:52.846	75.9	400	*	*	*	*
17846	2014-03-20 14:48:52.846	*	*	*	*	75.9	222000
17847	2014-03-20 14:48:52.864	75.9	1200	*	*	*	*
17848	2014-03-20 14:48:52.864	*	*	*	*	75.9	220800
17849	2014-03-20 14:48:57.610	*	*	75.85	314400	*	*
17850	2014-03-20 14:48:58.636	75.9	800	*	*	*	*
17851	2014-03-20 14:48:58.636	*	*	*	*	75.9	220000
17852	2014-03-20 14:48:58.657	75.85	400	*	*	*	*
17853	2014-03-20 14:48:58.657	*	*	75.85	314000	*	*
17854	2014-03-20 14:49:04.923	*	*	75.85	314800	*	*
17855	2014-03-20 14:49:07.650	75.85	1200	*	*	*	*
17856	2014-03-20 14:49:07.650	75.85	400	*	*	*	*
17857	2014-03-20 14:49:07.650	*	*	75.85	313200	*	*
17858	2014-03-20 14:49:10.926	75.85	400	*	*	*	*
17859	2014-03-20 14:49:10.926	*	*	75.85	312800	*	*
17860	2014-03-20 14:49:15.803	*	*	*	*	75.9	220400
17861	2014-03-20 14:49:15.889	*	*	*	*	75.9	235200
17862	2014-03-20 14:49:18.872	*	*	*	*	75.9	236400
17863	2014-03-20 14:49:20.201	75.85	400	*	*	*	*
17864	2014-03-20 14:49:20.201	75.85	800	*	*	*	*
17865	2014-03-20 14:49:20.201	75.85	800	*	*	*	*
17866	2014-03-20 14:49:20.201	75.85	2400	*	*	*	*
17867	2014-03-20 14:49:20.201	*	*	75.85	308400	*	*
17868	2014-03-20 14:49:20.220	75.85	400	*	*	*	*
17869	2014-03-20 14:49:20.220	*	*	75.85	308000	*	*
17870	2014-03-20 14:49:21.213	75.85	1600	*	*	*	*
17871	2014-03-20 14:49:21.213	*	*	75.85	306400	*	*
17872	2014-03-20 14:49:21.227	75.85	400	*	*	*	*
17873	2014-03-20 14:49:21.227	*	*	75.85	306000	*	*
17874	2014-03-20 14:49:21.242	*	*	*	*	75.9	236000
17875	2014-03-20 14:49:21.243	*	*	*	*	75.9	235600
17876	2014-03-20 14:49:21.508	*	*	*	*	75.9	257600
17877	2014-03-20 14:49:22.116	75.85	400	*	*	*	*
17878	2014-03-20 14:49:22.116	*	*	75.85	305600	*	*
17879	2014-03-20 14:49:22.733	*	*	*	*	75.9	259600
17880	2014-03-20 14:49:22.746	*	*	*	*	75.9	262000
17881	2014-03-20 14:49:23.141	*	*	75.85	290800	*	*
17882	2014-03-20 14:49:23.627	*	*	*	*	75.9	266400
17883	2014-03-20 14:49:23.630	*	*	*	*	75.9	268400
17884	2014-03-20 14:49:23.632	*	*	*	*	75.9	270400
17885	2014-03-20 14:49:24.630	*	*	*	*	75.9	272400
17886	2014-03-20 14:49:27.687	*	*	75.85	291200	*	*
17887	2014-03-20 14:49:31.843	75.9	2000	*	*	*	*
17888	2014-03-20 14:49:31.843	*	*	*	*	75.9	270400
17889	2014-03-20 14:49:31.952	75.9	1600	*	*	*	*
17890	2014-03-20 14:49:31.952	*	*	*	*	75.9	268800
17891	2014-03-20 14:49:31.965	75.85	400	*	*	*	*
17892	2014-03-20 14:49:31.965	*	*	75.85	290800	*	*
17893	2014-03-20 14:49:32.757	*	*	75.85	302400	*	*
17894	2014-03-20 14:49:37.259	75.9	400	*	*	*	*
17895	2014-03-20 14:49:37.259	*	*	*	*	75.9	268400
17896	2014-03-20 14:49:37.426	*	*	*	*	75.9	246400
17897	2014-03-20 14:49:39.346	75.9	800	*	*	*	*
17898	2014-03-20 14:49:39.346	*	*	*	*	75.9	245600
17899	2014-03-20 14:49:40.992	*	*	*	*	75.9	266400
17900	2014-03-20 14:49:43.274	75.9	1200	*	*	*	*
17901	2014-03-20 14:49:43.274	*	*	*	*	75.9	265200
17902	2014-03-20 14:49:43.294	75.85	400	*	*	*	*
17903	2014-03-20 14:49:43.294	*	*	75.85	302000	*	*
17904	2014-03-20 14:49:44.772	75.9	3600	*	*	*	*
17905	2014-03-20 14:49:44.772	75.9	1600	*	*	*	*
17906	2014-03-20 14:49:44.772	*	*	*	*	75.9	260000
17907	2014-03-20 14:49:44.789	75.85	400	*	*	*	*
17908	2014-03-20 14:49:44.789	*	*	75.85	301600	*	*
17909	2014-03-20 14:49:45.201	*	*	75.85	321600	*	*
17910	2014-03-20 14:49:45.940	*	*	*	*	75.9	280800
17911	2014-03-20 14:49:51.362	*	*	*	*	75.9	301600
17912	2014-03-20 14:49:51.425	75.85	10000	*	*	*	*
17913	2014-03-20 14:49:51.425	*	*	75.85	311600	*	*
17914	2014-03-20 14:49:51.440	75.85	1200	*	*	*	*
17915	2014-03-20 14:49:51.440	*	*	75.85	310400	*	*
17916	2014-03-20 14:49:52.256	75.9	400	*	*	*	*
17917	2014-03-20 14:49:52.256	*	*	*	*	75.9	301200
17918	2014-03-20 14:49:53.612	*	*	75.85	325200	*	*
17919	2014-03-20 14:49:55.250	75.9	5200	*	*	*	*
17920	2014-03-20 14:49:55.250	*	*	*	*	75.9	296000
17921	2014-03-20 14:49:55.263	75.85	400	*	*	*	*
17922	2014-03-20 14:49:55.263	*	*	75.85	324800	*	*
17923	2014-03-20 14:50:04.528	75.9	800	*	*	*	*
17924	2014-03-20 14:50:04.528	*	*	*	*	75.9	295200
17925	2014-03-20 14:50:04.545	75.85	400	*	*	*	*
17926	2014-03-20 14:50:04.545	*	*	75.85	324400	*	*
17927	2014-03-20 14:50:05.616	*	*	*	*	75.9	278000
